SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
208021181,3488,3559,7048,60,62,121,20,13,33,544,537,1079,9,4,17,5,11,14,6,10,12,0,9,10,0,0,0,4,0,6,0,0,0,592,580,1172,119,157,280,5,4,14,776,812,1584,262,248,516,4527,4619,9148
208021182,4660,4921,9574,157,138,293,31,23,52,792,800,1588,19,21,37,10,9,20,11,14,22,0,5,8,0,3,6,4,3,7,0,0,0,866,874,1744,318,364,684,6,14,26,1356,1393,2747,438,421,866,6452,6734,13186
208021426,5734,5988,11726,146,158,306,19,23,36,630,648,1271,20,18,39,8,14,17,10,10,20,4,0,8,0,0,0,0,7,7,0,0,0,691,708,1399,118,138,260,19,9,23,971,1014,1983,440,463,907,7151,7469,14615
208021427,5226,5560,10781,105,95,196,13,11,20,520,539,1058,10,7,15,4,3,5,11,5,19,0,0,4,0,0,3,0,0,0,0,0,0,558,568,1127,75,80,158,9,9,16,739,759,1504,374,407,779,6336,6725,13066
208031183,3842,3947,7795,56,37,98,8,3,13,209,228,439,7,4,7,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,224,242,468,43,50,95,0,4,3,325,334,658,217,240,449,4384,4519,8902
208031184,12,5,20,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,6,0,10,9,20,35,30,30,58
208031185,4357,4696,9054,98,111,209,3,3,8,506,536,1044,14,12,31,0,0,0,6,6,9,4,3,6,0,0,0,0,0,0,0,0,0,537,564,1104,50,55,97,9,15,23,692,742,1437,438,494,928,5484,5932,11415
208031186,4989,5613,10605,156,188,348,21,14,33,682,780,1464,12,16,27,5,3,8,3,5,10,3,5,7,6,9,9,3,0,3,0,0,0,728,831,1560,57,77,132,18,23,43,966,1119,2080,620,657,1279,6570,7389,13959
208031187,2207,2303,4512,13,11,23,0,3,3,176,182,358,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,190,364,16,12,26,0,5,5,204,213,422,160,175,336,2574,2694,5271
208031188,8281,9168,17455,182,204,387,36,32,65,1012,1059,2071,29,35,56,13,7,20,17,12,31,0,3,3,0,0,0,0,3,8,0,0,0,1101,1151,2251,142,188,330,16,15,36,1442,1555,2993,730,812,1540,10457,11536,21993
208031189,5024,5221,10249,102,124,231,18,19,35,503,502,1009,4,5,11,3,3,8,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,538,531,1072,40,56,101,4,9,11,689,720,1408,465,482,941,6174,6426,12602
208031190,4719,5167,9886,127,136,260,22,18,44,668,712,1383,12,19,30,3,5,8,7,11,17,4,6,12,4,0,4,0,0,0,0,0,0,718,778,1494,115,123,240,8,5,15,968,1044,2019,452,473,922,6142,6682,12823
208031191,3261,3355,6618,76,78,151,16,12,30,422,441,871,21,17,38,0,4,5,4,3,7,0,0,0,0,0,0,3,3,3,0,0,0,476,484,956,92,116,209,7,7,15,653,679,1332,379,362,739,4290,4403,8693
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,7533,8194,15723,227,237,461,22,27,49,768,846,1612,31,22,48,5,9,12,12,15,27,4,4,5,4,8,10,3,0,4,0,0,0,847,929,1780,197,132,333,10,20,31,1286,1317,2600,670,703,1370,9484,10216,19693
208041194,7090,7899,14989,251,259,507,32,36,66,1001,1065,2062,29,33,68,8,9,16,33,31,62,12,10,18,4,3,6,7,6,10,0,0,0,1122,1191,2313,241,267,502,23,7,28,1630,1718,3354,720,800,1514,9445,10415,19860
208041195,7958,8449,16409,189,240,426,31,40,66,965,1023,1986,28,35,56,10,8,22,17,9,22,3,3,7,3,3,7,8,12,15,0,0,0,1065,1126,2187,340,463,803,10,11,20,1601,1830,3434,622,659,1287,10185,10943,21128
209011196,4051,4060,8108,56,45,101,6,0,9,364,320,681,5,11,11,3,0,3,5,3,6,0,0,3,3,0,6,3,4,10,0,0,0,389,339,725,112,105,217,13,4,15,568,498,1066,290,307,602,4910,4862,9770
209011197,8250,8810,17063,123,146,272,13,11,27,713,749,1461,16,15,34,14,8,27,5,12,14,0,0,3,4,6,8,4,3,6,0,0,0,774,813,1584,61,84,143,12,18,24,969,1054,2027,530,569,1105,9749,10440,20190
209011198,5457,5918,11371,163,153,316,27,38,64,657,789,1444,10,18,25,3,6,11,7,8,21,0,7,7,0,0,0,0,4,5,0,0,0,707,866,1568,141,137,280,14,8,19,1029,1161,2189,471,508,984,6955,7590,14541
209011199,4968,5323,10295,182,169,345,21,20,35,638,608,1246,21,16,36,3,4,4,8,11,17,0,4,7,4,6,6,3,5,7,0,0,0,699,668,1365,131,131,258,19,14,28,1026,980,2003,754,869,1621,6750,7173,13921
209011200,4221,4672,8893,128,138,264,23,24,41,459,567,1020,25,18,43,3,11,14,10,14,28,0,3,8,3,0,5,0,5,4,0,0,0,522,639,1160,101,122,224,12,4,14,758,904,1663,372,360,729,5347,5938,11284
209011201,3090,3231,6317,61,58,118,16,7,27,283,290,574,7,7,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,315,309,620,39,60,99,0,3,8,413,419,839,245,241,487,3748,3892,7638
209011202,6323,6810,13127,167,192,364,12,6,26,606,672,1274,3,16,21,9,6,10,6,4,14,4,3,6,0,0,3,0,3,4,0,0,0,645,717,1361,41,66,108,10,9,19,868,976,1849,435,494,933,7632,8283,15912
209011203,7258,7568,14828,135,144,281,62,22,88,634,611,1244,93,46,133,16,10,23,20,16,31,11,4,13,14,10,29,16,4,26,0,0,0,860,732,1591,116,108,227,9,7,23,1117,996,2112,565,582,1148,8937,9143,18086
209011204,3688,3855,7539,43,47,90,13,8,21,362,338,703,11,7,14,0,0,0,3,3,6,0,0,0,3,3,3,0,0,0,0,0,0,388,362,751,26,39,64,3,11,16,457,454,918,262,267,530,4409,4576,8988
209021205,3743,3948,7689,166,211,379,45,56,103,574,646,1215,18,23,41,8,7,13,10,7,18,13,16,26,3,6,14,8,8,18,0,0,0,681,766,1449,377,405,785,15,17,35,1248,1408,2650,460,453,911,5446,5805,11248
209021207,9504,10271,19776,325,331,663,38,44,85,1283,1237,2521,31,32,59,20,18,39,19,16,30,11,8,17,4,5,10,4,3,12,0,0,0,1418,1357,2775,354,375,726,52,54,111,2150,2118,4272,1311,1350,2660,12970,13747,26709
209021208,9359,9505,18859,231,212,443,36,29,70,898,931,1833,26,20,47,10,5,20,15,11,22,6,3,5,11,3,13,5,6,15,0,0,0,1002,1014,2022,259,272,530,15,12,22,1503,1514,3021,903,913,1819,11770,11932,23702
209021428,7032,7274,14304,193,206,393,43,45,83,1030,1078,2109,38,30,66,27,16,50,19,13,35,6,6,8,4,7,11,3,3,12,0,0,0,1165,1204,2370,264,304,565,32,23,54,1650,1732,3384,1020,1070,2090,9704,10078,19783
209021429,4530,4751,9281,97,88,180,24,25,46,606,660,1269,17,19,36,8,16,27,8,9,20,0,3,5,0,4,3,0,3,7,0,0,0,672,748,1416,130,133,267,10,14,31,915,981,1893,434,438,874,5870,6174,12044
209031209,9528,9923,19455,156,168,325,17,24,38,619,693,1314,17,22,41,0,7,7,8,8,15,0,4,9,0,0,0,3,8,7,0,0,0,670,775,1439,78,88,165,8,3,10,909,1039,1943,601,687,1290,11032,11652,22687
209031210,1480,1501,2982,15,12,30,3,3,5,99,113,209,5,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,101,119,220,5,3,9,0,0,0,122,130,259,76,111,186,1679,1742,3424
209031211,1608,1508,3120,36,36,72,0,3,9,142,120,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,148,132,276,0,4,4,0,0,3,183,170,355,160,184,346,1955,1856,3816
209031212,2180,2109,4290,22,18,35,3,0,6,132,161,291,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,171,310,12,12,18,0,3,3,170,202,371,224,238,455,2578,2544,5121
209031213,3991,3991,7977,28,30,56,5,10,12,302,320,621,6,3,12,0,0,3,4,3,9,3,7,4,0,0,0,0,0,0,0,0,0,324,340,664,35,29,63,9,0,11,390,400,789,269,245,509,4646,4636,9279
209031214,2788,2811,5602,25,32,56,3,3,8,228,222,452,7,8,18,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,244,243,488,23,14,44,0,3,4,292,292,582,254,207,466,3329,3315,6647
209031215,5810,5888,11700,104,141,244,3,5,11,359,382,747,3,4,13,0,3,3,3,5,4,0,0,0,0,0,3,3,3,6,0,0,0,372,410,781,28,29,56,10,10,21,512,591,1106,383,368,755,6709,6852,13568
209041216,2707,2805,5505,62,73,131,20,19,34,413,459,875,14,13,29,9,7,20,9,4,12,3,4,8,3,0,3,0,5,3,0,0,0,470,519,985,136,145,283,11,4,10,674,736,1410,235,224,457,3614,3765,7377
209041217,2311,2332,4643,38,27,69,3,4,8,356,296,655,3,7,7,4,0,4,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,370,308,685,120,115,232,7,5,12,537,459,1000,230,252,484,3083,3049,6125
209041219,8928,9086,18015,288,250,539,27,30,55,820,823,1647,23,12,41,20,14,39,9,4,19,0,0,3,6,4,7,4,0,3,0,0,0,908,896,1808,227,257,488,16,6,27,1442,1411,2856,820,798,1620,11194,11295,22488
209041220,7339,7544,14883,95,98,191,16,19,36,627,644,1265,19,13,39,12,9,21,3,6,12,0,0,0,3,4,11,0,4,3,0,0,0,689,699,1388,112,120,230,13,10,21,907,925,1829,457,469,924,8704,8944,17647
209041221,4796,4977,9776,44,40,82,14,8,19,428,428,851,12,7,20,5,8,11,8,8,13,0,0,0,3,0,3,3,3,3,0,0,0,461,462,928,74,75,154,7,3,8,592,586,1171,382,418,799,5768,5982,11750
209041223,8148,8220,16360,209,166,375,19,13,35,728,669,1403,11,18,31,10,6,19,12,13,28,5,4,8,4,3,10,3,0,5,0,0,0,800,734,1529,195,226,420,11,8,22,1214,1131,2347,678,667,1342,10037,10016,20050
209041224,6284,6129,12410,277,306,576,20,19,39,692,671,1370,16,22,34,7,3,11,3,0,3,0,0,3,5,5,10,0,3,3,0,0,0,748,724,1475,29,33,67,13,10,18,1061,1073,2139,686,716,1405,8036,7919,15958
209041225,3301,3234,6531,107,146,250,6,8,18,299,299,599,11,10,20,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,319,324,648,15,14,25,0,3,9,440,481,924,295,295,591,4039,4010,8048
209041430,7675,8084,15757,383,396,780,27,26,48,1107,1274,2385,30,39,69,4,6,4,12,15,21,3,3,6,6,5,13,9,8,13,0,0,0,1192,1374,2566,83,79,165,13,11,26,1668,1860,3532,554,595,1152,9907,10541,20448
209041431,5234,5421,10655,71,66,134,22,20,41,534,502,1034,10,9,15,9,12,21,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,587,550,1132,112,124,233,16,0,20,778,736,1514,394,412,807,6403,6572,12975
209041432,3225,3349,6570,53,54,110,14,16,25,343,299,650,5,4,13,8,4,16,10,6,13,0,0,0,3,3,3,0,0,0,0,0,0,385,335,719,97,91,189,0,0,0,538,479,1024,310,313,621,4071,4138,8211
209041433,4125,4163,8281,107,86,190,29,29,61,548,531,1080,12,13,25,13,10,16,4,6,14,0,0,0,8,4,16,0,3,9,0,0,0,625,595,1223,113,134,249,3,0,5,852,814,1665,363,360,728,5341,5338,10676
209041434,5496,5737,11228,250,237,495,34,49,86,1271,1352,2626,25,38,64,8,6,18,10,15,24,3,4,10,5,3,8,0,0,0,0,0,0,1367,1468,2832,111,154,268,7,7,14,1737,1871,3609,584,636,1221,7820,8243,16063
209041435,4857,4983,9834,101,84,181,21,18,45,461,485,940,8,12,22,0,3,6,8,11,19,3,3,11,3,4,8,0,0,0,0,0,0,506,542,1043,60,78,136,4,7,10,669,712,1379,310,319,628,5836,6008,11844
209041436,4778,4990,9765,71,78,149,18,21,40,464,479,941,17,11,28,10,14,23,17,7,24,0,0,0,0,0,0,0,0,0,0,0,0,521,536,1059,78,86,165,14,21,37,688,728,1409,328,357,689,5794,6074,11864
209041437,2915,2900,5811,81,68,148,18,29,50,902,874,1783,7,4,15,6,4,8,4,3,9,4,4,7,3,4,10,0,0,0,0,0,0,950,928,1883,115,155,270,0,6,4,1147,1162,2303,313,327,641,4372,4393,8764
210011226,2899,3071,5971,71,71,142,6,5,12,287,353,638,9,9,16,0,3,3,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,304,372,677,35,32,68,13,4,17,422,482,907,291,300,592,3609,3858,7472
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,3535,3622,7155,57,62,115,0,0,3,261,269,530,4,5,11,0,5,5,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,271,287,559,20,21,42,3,3,5,355,371,722,269,269,544,4154,4260,8421
210011229,10393,11055,21451,310,300,614,31,24,54,780,792,1578,27,24,49,4,15,18,12,14,24,3,0,8,0,3,3,4,0,3,0,0,0,856,875,1730,111,140,251,18,13,30,1291,1332,2622,853,934,1791,12543,13316,25860
210011230,2662,2883,5545,41,31,73,3,5,13,324,334,663,9,7,19,0,3,6,3,3,8,3,3,6,0,4,3,0,5,4,0,0,0,354,369,725,31,41,73,3,5,8,432,444,878,177,234,411,3268,3564,6835
210011231,3803,3881,7682,83,77,160,14,8,29,371,378,756,3,9,16,3,4,4,6,9,14,3,0,3,0,0,3,3,8,9,0,0,0,406,416,825,34,32,70,5,0,9,533,532,1063,299,292,590,4637,4707,9342
210021232,5060,5214,10276,271,265,534,17,24,35,383,416,795,24,8,30,5,4,9,10,4,8,0,0,3,0,0,0,0,0,3,0,0,0,436,454,890,24,29,52,10,4,13,740,753,1498,423,464,892,6231,6430,12658
210021233,1440,1349,2789,17,22,43,11,11,17,102,106,208,0,0,3,0,3,4,3,0,4,0,0,0,3,3,6,0,4,4,0,0,0,124,119,242,4,11,12,3,7,11,148,161,307,130,120,251,1724,1624,3343
210021234,1656,1747,3401,26,47,74,8,3,9,111,112,221,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,129,129,255,8,5,14,0,3,3,167,184,351,99,104,205,1925,2032,3961
210021235,3780,3737,7515,152,150,301,15,15,25,298,303,602,9,5,11,3,0,7,3,6,12,3,0,3,0,3,6,0,0,0,0,0,0,330,336,670,10,12,27,10,3,14,501,509,1010,354,373,725,4630,4615,9242
210031236,2778,2930,5705,44,40,80,23,15,38,402,384,782,10,15,25,3,5,5,8,10,16,3,4,6,0,0,0,0,3,3,0,0,0,454,432,887,73,73,150,15,4,16,582,554,1133,335,370,698,3696,3846,7543
210031237,5286,5259,10542,321,256,583,22,14,36,457,390,852,18,12,25,11,10,19,4,3,13,0,0,0,5,3,10,6,10,15,0,0,0,524,436,958,213,201,416,4,3,13,1064,896,1965,545,522,1067,6901,6678,13570
210031239,8472,9018,17490,294,304,600,46,52,94,1191,1182,2367,39,33,70,23,24,44,14,16,34,0,3,9,0,0,8,5,10,12,0,0,0,1318,1324,2640,238,268,505,16,21,40,1864,1926,3786,922,920,1846,11257,11859,23113
210031438,7960,8137,16101,425,344,774,26,32,60,1056,990,2040,23,22,44,9,7,15,19,12,32,7,5,10,14,5,22,0,0,0,0,0,0,1146,1080,2228,383,346,731,40,49,82,1993,1819,3808,966,904,1863,10916,10854,21773
210031439,1124,1265,2385,25,25,46,4,3,6,104,96,203,5,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,109,220,10,6,19,0,0,0,151,141,290,93,96,187,1369,1491,2863
210031440,2201,2321,4529,36,28,60,10,5,16,218,227,440,4,4,10,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,230,234,469,23,24,51,5,8,14,297,300,597,202,211,409,2701,2827,5533
210041240,5177,5319,10499,93,109,203,15,18,29,405,422,825,9,14,16,3,0,7,6,3,7,0,6,8,0,3,3,0,0,0,0,0,0,439,457,900,28,28,51,14,15,26,574,605,1184,467,445,905,6219,6373,12585
210041241,10161,10712,20879,557,638,1195,21,27,46,943,994,1937,37,45,80,12,7,16,15,14,31,10,5,16,6,0,6,0,0,3,0,0,0,1036,1093,2133,60,77,138,14,17,28,1661,1828,3487,916,991,1914,12742,13540,26278
210051242,4930,4610,9537,198,179,372,24,18,44,546,460,1001,8,13,17,9,6,16,9,5,12,0,4,3,4,3,3,0,0,0,3,0,3,602,505,1102,217,246,462,6,7,19,1024,935,1954,860,735,1596,6811,6273,13087
210051243,6348,6356,12708,205,182,388,8,15,26,486,461,951,21,15,32,4,7,13,3,3,7,3,3,3,0,0,0,0,5,3,0,0,0,528,509,1041,173,179,349,6,14,24,919,879,1802,705,662,1363,7969,7896,15867
210051245,7072,7433,14511,200,173,375,4,22,29,515,510,1025,11,0,9,9,9,18,8,8,12,0,3,3,0,0,4,3,8,12,0,0,0,553,555,1106,74,91,168,10,5,18,829,832,1662,608,666,1278,8517,8935,17451
210051246,6716,6622,13338,142,121,266,21,15,36,682,704,1385,12,19,32,3,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,723,743,1462,52,84,139,9,5,11,917,955,1877,444,426,872,8082,7998,16081
210051247,5926,6008,11935,144,160,305,16,13,31,416,420,839,12,8,27,9,13,27,6,3,10,0,0,3,0,0,0,0,0,0,0,0,0,469,461,930,148,150,298,13,9,21,780,783,1560,586,561,1149,7289,7351,14645
210051248,37,43,87,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,4,4,8,47,40,90,93,93,181
210051249,8671,9051,17721,265,254,514,38,39,74,644,668,1319,11,12,27,3,3,12,7,4,10,0,0,0,3,0,6,0,3,3,0,0,0,712,738,1449,243,234,476,9,11,25,1228,1235,2463,673,659,1328,10566,10949,21513
210051250,2436,2529,4961,55,49,104,12,10,17,283,271,553,6,6,18,6,3,5,4,6,8,0,0,0,0,0,0,0,0,3,0,0,0,308,295,599,47,64,111,4,3,7,410,415,823,329,283,609,3172,3222,6393
210051441,3337,3296,6633,40,40,75,15,24,42,341,307,653,7,9,9,0,0,0,6,3,8,3,3,4,0,0,0,0,0,0,0,0,0,380,344,716,105,113,214,8,8,15,531,501,1032,312,292,603,4178,4092,8271
210051442,4489,4526,9015,91,75,164,34,41,78,497,496,999,15,9,24,14,6,15,3,3,3,0,0,0,3,0,3,3,3,7,0,0,0,567,563,1135,134,135,262,8,10,14,800,785,1583,354,342,698,5649,5650,11300
210051443,6168,6014,12184,182,178,362,61,53,117,947,915,1861,11,17,21,4,7,10,3,3,10,7,3,10,3,0,4,0,3,3,4,0,4,1041,1001,2035,196,223,419,16,15,31,1436,1416,2852,482,488,968,8088,7912,15999
210051444,4853,4890,9746,183,179,360,73,60,133,1014,1048,2057,22,21,44,10,7,19,24,14,40,0,0,3,5,0,5,0,7,8,0,0,0,1152,1162,2317,250,316,563,20,10,31,1607,1663,3274,400,359,760,6864,6910,13771
210051445,1023,992,2013,13,4,21,3,3,3,479,494,975,3,4,4,0,0,3,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,488,506,997,27,35,58,0,0,3,529,544,1078,114,113,226,1662,1655,3320
211011251,4576,4779,9352,77,77,154,6,8,15,580,634,1220,10,12,20,4,3,13,0,3,4,3,3,4,0,0,0,0,0,0,0,0,0,608,668,1272,77,95,172,10,5,19,774,848,1619,457,469,930,5810,6099,11907
211011254,5995,6147,12146,111,97,207,15,20,28,679,732,1413,16,20,42,6,8,13,8,3,11,0,0,3,0,0,0,0,0,0,0,0,0,721,790,1514,81,101,182,10,8,23,925,999,1923,433,427,863,7358,7572,14931
211011255,2798,2834,5635,15,18,30,3,11,10,197,210,404,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,204,218,425,15,11,26,0,0,0,234,251,484,212,198,415,3248,3290,6533
211011256,6245,6511,12755,68,82,153,12,11,22,554,557,1110,6,8,13,8,7,11,4,14,14,0,0,0,0,0,0,3,0,3,0,0,0,592,589,1181,66,91,160,4,3,6,735,765,1495,405,400,807,7381,7679,15066
211011257,3411,3542,6954,22,20,45,4,4,9,242,271,517,8,6,10,0,3,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,259,290,550,33,41,74,3,7,12,322,350,673,145,142,294,3877,4041,7918
211011258,4505,4585,9093,44,37,86,10,11,20,297,311,603,4,3,11,7,6,17,3,7,12,0,0,0,3,0,3,0,0,0,0,0,0,326,335,660,38,61,99,0,3,3,418,439,848,262,260,526,5185,5288,10468
211011259,5547,5951,11501,91,100,185,12,11,21,512,550,1065,8,14,20,10,10,14,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,549,589,1133,96,119,217,9,6,12,739,810,1551,395,364,756,6680,7127,13809
211011260,7021,7635,14657,92,124,219,14,15,35,699,821,1524,24,13,37,15,8,30,13,7,23,0,3,3,5,4,10,8,0,10,0,0,0,777,882,1658,150,168,316,3,12,20,1025,1187,2212,401,396,798,8448,9218,17665
211011446,8426,8918,17351,178,201,381,28,21,56,967,1055,2020,18,25,40,3,8,7,11,6,18,3,0,7,0,0,0,0,0,0,0,0,0,1035,1116,2149,76,100,177,19,30,48,1311,1444,2753,827,827,1648,10563,11188,21755
211011447,5607,5830,11431,55,69,124,11,13,26,508,522,1031,11,6,22,3,3,6,4,3,8,0,0,0,3,0,4,5,3,9,4,4,8,549,560,1112,46,44,86,16,6,24,664,681,1348,427,511,934,6694,7018,13709
