SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC21164,19,0,0,0,0,0,0,17
SSC21165,298,19,6,0,0,0,0,330
SSC21166,38,0,5,0,0,0,0,45
SSC21167,19,0,3,0,0,0,0,18
SSC21168,0,0,0,0,0,0,0,6
SSC21169,15,0,0,0,0,0,0,16
SSC21170,167,12,12,0,0,0,0,196
SSC21171,6,0,0,0,0,0,0,6
SSC21172,120,14,14,0,0,0,3,148
SSC21173,3,0,0,0,0,0,0,3
SSC21174,0,0,0,0,0,0,0,0
SSC21175,9,3,3,0,0,0,0,15
SSC21176,1246,55,27,9,0,0,0,1342
SSC21177,5,0,0,0,0,0,0,6
SSC21178,2263,128,62,12,0,0,3,2472
SSC21179,3,0,0,0,0,0,0,3
SSC21180,18,0,0,0,0,0,0,19
SSC21181,11,3,0,0,0,0,0,10
SSC21182,36,4,4,0,0,0,0,40
SSC21183,18,0,0,0,0,0,0,23
SSC21184,2623,126,79,22,0,0,3,2850
SSC21185,5,0,0,0,0,0,0,5
SSC21186,31,4,6,0,0,0,0,42
SSC21187,74,9,0,0,0,0,0,85
SSC21188,0,0,0,0,0,0,0,0
SSC21189,0,0,0,0,0,0,0,4
SSC21190,4,0,0,0,0,0,0,7
SSC21191,3,0,0,0,0,0,0,3
SSC21192,45,3,3,0,0,0,0,50
SSC21193,127,9,6,0,0,0,0,140
SSC21194,4773,302,185,70,9,5,22,5365
SSC21195,9,0,0,0,0,0,0,9
SSC21196,16,0,0,0,0,0,0,16
SSC21197,1156,100,99,7,3,0,14,1379
SSC21198,0,0,0,0,0,0,0,0
SSC21199,7,0,0,0,0,0,0,7
SSC21200,13,0,0,0,0,0,0,13
SSC21201,0,0,0,0,0,0,0,0
SSC21202,7,0,0,0,0,0,0,8
SSC21203,0,0,0,0,0,0,0,0
SSC21204,3,0,0,0,0,0,0,3
SSC21205,917,32,12,6,0,0,0,974
SSC21206,34,0,0,0,0,0,0,34
SSC21207,8,0,0,0,0,0,0,8
SSC21208,3,0,0,0,0,0,0,3
SSC21209,215,7,0,3,0,0,3,224
SSC21210,250,30,19,5,0,0,0,309
SSC21211,6,0,0,0,0,0,0,6
SSC21212,29,0,0,0,0,0,0,36
SSC21213,11,0,0,0,0,0,0,14
SSC21214,474,35,11,6,0,0,0,525
SSC21215,0,0,0,0,0,0,0,0
SSC21216,0,0,0,0,0,0,0,0
SSC21217,0,0,0,0,0,0,0,3
SSC21218,11,0,0,0,0,0,0,12
SSC21219,37,8,0,0,0,0,0,49
SSC21220,88,5,0,0,3,0,0,95
SSC21221,44,0,0,0,0,0,0,45
SSC21222,53,6,3,0,0,0,0,61
SSC21223,3,0,0,0,0,0,0,3
SSC21224,58,3,0,0,0,0,0,63
SSC21225,204,12,7,0,0,0,0,224
SSC21226,416,17,21,7,0,0,0,454
SSC21227,113,7,0,0,0,0,0,118
SSC21228,222,12,10,0,0,0,0,239
SSC21229,29,0,0,0,0,0,0,32
SSC21230,13,0,0,0,0,0,0,13
SSC21231,3,0,0,0,0,0,0,3
SSC21232,84,7,3,0,0,0,0,89
SSC21233,40,4,0,0,0,0,0,41
SSC21234,9,0,3,0,0,0,0,14
SSC21235,9,0,0,0,0,0,0,9
SSC21236,599,40,18,12,0,0,5,680
SSC21237,1524,63,19,8,0,0,3,1621
SSC21238,546,29,3,3,0,0,0,582
SSC21239,197,12,6,4,0,0,0,225
SSC21240,19,3,0,0,0,0,0,22
SSC21241,81,15,22,0,0,0,0,119
SSC21242,0,0,0,0,0,0,0,0
SSC21243,3,0,0,0,0,0,0,3
SSC21244,12,0,3,0,0,0,0,21
SSC21245,474,21,10,0,0,0,0,508
SSC21246,3,0,0,0,0,0,0,3
SSC21247,25,0,0,0,0,0,0,25
SSC21248,4,0,0,0,0,0,0,4
SSC21249,10,0,0,0,0,0,0,9
SSC21250,6,0,0,0,0,0,0,7
SSC21251,3,0,0,0,0,0,0,9
SSC21252,61,8,0,0,0,0,0,67
SSC21253,6,0,0,0,0,0,0,11
SSC21254,4,0,0,0,0,0,0,4
SSC21255,0,0,0,0,0,0,0,0
SSC21256,27,0,0,0,0,0,3,34
SSC21257,0,0,0,0,0,0,0,0
SSC21258,0,0,0,0,0,0,0,0
SSC21259,3,0,0,0,0,0,0,3
SSC21260,60,3,0,0,0,0,0,67
SSC21261,3,0,0,0,0,0,0,3
SSC21262,3,0,0,0,0,0,0,3
SSC21263,3,0,0,0,0,0,0,3
SSC21264,32,0,0,0,0,0,0,32
SSC21265,0,0,0,0,0,0,0,0
SSC21266,4,0,0,0,0,0,0,3
SSC21267,15,0,0,0,0,0,0,10
SSC21268,60,3,4,0,0,0,0,77
SSC21269,27,0,3,0,0,0,0,31
SSC21270,0,0,0,0,0,0,0,0
SSC21271,434,23,16,0,0,0,0,475
SSC21272,10,0,0,0,0,0,0,10
SSC21273,3,0,0,0,0,0,0,3
SSC21274,85,11,8,0,0,0,0,103
SSC21275,8,0,0,0,0,0,0,8
SSC21276,11,0,0,0,0,0,0,11
SSC21277,9,0,0,0,0,0,0,11
SSC21278,179,15,4,0,0,0,0,202
SSC21279,135,21,4,4,0,0,0,166
SSC21280,4,0,0,0,0,0,0,4
SSC21281,10,0,0,0,0,0,0,10
SSC21282,3,0,0,0,0,0,0,4
SSC21283,0,0,0,0,0,0,0,0
SSC21284,12,0,0,0,0,0,0,12
SSC21285,791,85,64,6,3,0,4,949
SSC21286,140,4,4,4,0,0,0,156
SSC21287,67,3,3,0,0,0,0,70
SSC21288,4,0,0,0,0,0,0,4
SSC21289,3,0,0,0,0,0,0,3
SSC21290,3,0,0,0,0,0,0,6
SSC21291,3,0,0,0,0,0,0,3
SSC21292,24,0,0,0,0,0,0,29
SSC21293,17,0,0,0,0,0,0,15
SSC21294,7,0,0,0,0,0,0,11
SSC21295,0,0,0,0,0,0,0,0
SSC21296,9,0,0,0,0,0,0,9
SSC21297,3,0,0,0,0,0,0,3
SSC21298,34,3,0,0,0,0,0,37
SSC21299,4,0,0,0,0,0,0,4
SSC21300,7,3,0,0,0,0,0,14
SSC21301,48,8,3,0,0,0,0,63
SSC21302,114,10,6,0,0,0,0,128
SSC21303,6,0,0,0,0,0,0,10
SSC21304,381,14,14,8,0,0,0,420
SSC21305,5,0,0,0,0,0,0,9
SSC21306,769,41,14,6,0,0,0,833
SSC21307,1253,49,31,14,0,0,7,1348
SSC21308,1818,96,42,13,3,0,5,1981
SSC21309,245,16,0,0,0,0,0,259
SSC21310,13,0,0,0,0,0,0,10
SSC21311,305,12,10,3,0,0,0,330
SSC21312,0,0,0,0,0,0,0,0
SSC21313,4,0,0,0,0,0,0,4
SSC21314,0,0,0,0,0,0,0,0
SSC21315,0,0,0,0,0,0,0,0
SSC21316,4,0,0,0,0,0,0,4
SSC21317,5,0,0,0,0,0,0,5
SSC21318,411,31,22,3,0,0,4,475
SSC21319,899,46,4,3,0,0,0,955
SSC21320,310,14,19,4,0,0,0,351
SSC21321,7,0,0,0,0,0,0,7
SSC21322,24,0,0,0,0,0,0,27
SSC21323,9,0,0,0,0,0,0,9
SSC21324,17,0,0,0,0,0,0,18
SSC21325,7,0,0,0,0,0,0,12
SSC21326,3,3,0,0,0,0,0,9
SSC21327,0,0,0,0,0,0,0,0
SSC21328,2804,118,42,19,0,0,4,2990
SSC21329,925,25,14,0,0,0,0,973
SSC21330,4,0,0,0,0,0,0,4
SSC21331,3577,163,82,89,7,6,12,3929
SSC21332,852,55,29,3,0,0,5,949
SSC21333,15,4,0,0,0,0,0,18
SSC21334,55,0,0,0,0,0,0,64
SSC21335,4,0,0,0,0,0,0,9
SSC21336,63,3,0,0,0,0,0,63
SSC21337,37,4,0,0,0,0,0,38
SSC21338,0,0,0,0,0,0,0,0
SSC21339,71,4,7,0,0,0,0,85
SSC21340,23,0,0,0,0,0,0,27
SSC21341,56,0,0,3,0,0,0,61
SSC21342,3,3,3,0,0,0,0,11
SSC21343,20,0,0,0,0,0,0,17
SSC21344,789,82,35,6,0,0,8,925
SSC21345,50,4,0,0,0,0,0,51
SSC21346,1058,88,58,16,0,0,8,1227
SSC21347,441,28,16,5,0,0,0,495
SSC21348,0,0,0,0,0,0,0,6
SSC21349,10,3,0,0,0,0,0,12
SSC21350,160,17,10,0,0,0,0,192
SSC21351,39,3,0,0,0,0,0,43
SSC21352,139,16,10,0,0,0,0,160
SSC21353,3,0,0,0,0,0,0,3
SSC21354,865,57,27,22,0,0,6,982
SSC21355,291,11,5,4,0,0,0,316
SSC21356,17,3,3,0,0,0,0,20
SSC21357,451,17,12,0,0,0,0,475
SSC21358,3,0,0,0,0,0,0,3
SSC21359,0,0,0,0,0,0,0,0
SSC21360,39,3,0,0,0,0,0,42
SSC21361,5,0,0,0,0,0,0,11
SSC21362,3,0,0,0,0,0,0,3
SSC21363,0,0,0,0,0,0,0,0
SSC21364,0,0,0,0,0,0,0,0
SSC21365,15,0,0,0,0,0,0,18
SSC21366,899,68,22,8,0,0,0,1002
SSC21367,3,0,0,0,0,0,0,3
SSC21368,0,0,0,0,0,0,0,0
SSC21369,19,0,0,0,0,0,0,19
SSC21370,17,3,0,0,0,0,0,18
SSC21371,3,0,0,0,0,0,0,3
SSC21372,366,51,36,7,0,0,0,464
SSC21373,4,0,0,0,0,0,0,3
SSC21374,4,0,0,0,0,0,0,4
SSC21375,0,0,0,0,0,0,0,0
SSC21376,73,5,0,0,0,0,3,84
SSC21377,33,3,3,0,0,0,0,31
SSC21378,48,0,3,0,0,0,0,48
SSC21379,7,0,0,0,0,0,0,7
SSC21380,46,8,3,0,0,0,0,52
SSC21381,14,0,0,0,0,0,0,13
SSC21382,3,0,0,0,0,0,0,3
SSC21383,0,0,0,0,0,0,0,0
SSC21384,15,0,0,0,0,0,0,15
SSC21385,82,11,3,0,0,0,0,90
SSC21386,3,0,0,0,0,0,0,8
SSC21387,7,0,0,0,0,0,0,7
SSC21388,207,13,4,0,0,0,0,233
SSC21389,8,0,0,0,0,0,0,8
SSC21390,7,3,0,0,0,0,0,6
SSC21391,361,35,27,3,0,0,0,424
SSC21392,13,0,0,0,0,0,0,12
SSC21393,14,0,3,0,0,0,0,19
SSC21394,8,0,0,0,0,0,0,10
SSC21395,10,0,0,0,0,0,0,10
SSC21396,32,3,0,0,0,0,0,35
SSC21397,9,0,0,0,0,0,0,13
SSC21398,0,0,0,0,0,0,0,0
SSC21399,3,0,0,0,0,0,0,3
SSC21400,0,0,0,0,0,0,0,0
SSC21401,3,0,0,0,0,0,0,3
SSC21402,3,0,0,0,0,0,0,3
SSC21403,1050,95,68,22,4,0,7,1240
SSC21404,665,53,31,4,0,0,0,753
SSC21405,8,0,0,0,0,0,0,8
SSC21406,625,47,25,3,0,0,5,709
SSC21407,12,3,0,0,0,0,0,16
SSC21408,33,0,3,0,0,0,0,40
SSC21409,16,0,0,0,0,0,0,14
SSC21410,13,3,0,0,0,0,0,16
SSC21411,44,7,4,0,0,0,0,48
SSC21412,28,0,0,0,0,0,0,29
SSC21413,9,0,0,0,0,0,0,9
SSC21414,0,0,0,0,0,0,0,0
SSC21415,0,0,0,0,0,0,0,4
SSC21416,8,0,0,0,0,0,0,8
SSC21417,25,0,0,0,0,0,0,26
SSC21418,86,11,3,3,0,0,0,101
SSC21419,29,0,0,3,0,0,0,34
SSC21420,32,4,0,0,0,0,0,34
SSC21421,24,3,0,0,0,0,0,28
SSC21422,0,0,0,0,0,0,0,0
SSC21423,0,0,0,0,0,0,0,0
SSC21424,0,0,0,0,0,0,0,0
SSC21425,7,0,0,0,0,0,0,7
SSC21426,171,16,4,0,0,0,0,196
SSC21427,3,0,0,0,0,0,0,4
SSC21428,3,0,0,0,0,0,0,6
SSC21429,4,0,0,0,0,0,0,4
SSC21430,3,0,0,0,0,0,0,3
SSC21431,0,0,0,0,0,0,0,0
SSC21432,3,0,0,0,0,0,0,3
SSC21433,8,0,0,0,0,0,0,6
SSC21434,4,0,0,3,0,0,0,3
SSC21435,54,3,5,0,0,0,0,62
SSC21436,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0
SSC21438,251,20,6,0,0,0,0,279
SSC21439,0,0,0,0,0,0,0,0
SSC21440,316,34,14,0,0,0,8,372
SSC21441,57,3,0,0,0,0,0,61
SSC21442,20,0,0,0,0,0,0,20
SSC21443,2640,94,54,53,3,0,8,2846
SSC21444,4,0,0,0,0,0,0,4
SSC21445,48,0,0,0,0,0,0,54
SSC21446,19,0,0,0,0,0,0,17
SSC21447,259,14,11,0,0,0,3,295
SSC21448,9,3,0,0,0,0,0,14
SSC21449,5,0,0,0,0,0,0,3
SSC21450,153,21,16,0,0,0,0,196
SSC21451,11,0,0,0,0,0,0,10
SSC21452,0,0,0,0,0,0,0,0
SSC21453,3,0,0,0,0,0,0,3
SSC21454,0,0,0,0,0,0,0,0
SSC21455,15,0,3,0,0,0,0,15
SSC21456,4,0,0,0,0,0,0,6
SSC21457,3,3,0,0,0,0,0,12
SSC21458,2605,260,148,26,5,0,11,3053
SSC21459,177,12,6,3,0,0,0,203
SSC21460,1789,174,99,21,4,0,9,2091
SSC21461,13,0,0,0,0,0,0,14
SSC21462,19,3,0,0,0,0,0,26
SSC21463,12,0,0,0,0,0,0,12
SSC21464,273,29,13,0,0,0,0,319
SSC21465,27,0,0,0,0,0,0,26
SSC21466,10,0,0,0,0,0,0,10
SSC21467,446,25,11,9,0,0,0,496
SSC21468,0,0,0,0,0,0,0,0
SSC21469,3,0,0,0,0,0,0,3
SSC21470,3,0,0,0,0,0,0,3
SSC21471,3,0,0,0,0,0,0,3
SSC21472,0,0,0,0,0,0,0,0
SSC21473,38,6,3,0,0,0,0,39
SSC21474,5,3,0,0,0,0,0,8
SSC21475,20,0,0,0,0,0,0,24
SSC21476,5,0,0,0,0,0,0,5
SSC21477,46,0,0,0,0,0,0,55
SSC21478,32,0,0,0,0,0,0,32
SSC21479,115,3,13,0,0,0,0,133
SSC21480,5,0,0,0,0,0,0,5
SSC21481,488,46,29,0,0,0,3,568
SSC21482,16,0,0,0,0,0,0,16
SSC21483,80,8,0,0,0,0,0,87
SSC21484,1348,149,77,11,0,0,3,1591
SSC21485,0,0,0,0,0,0,0,0
SSC21486,13,0,0,0,0,0,0,13
SSC21487,122,8,7,3,0,0,0,147
SSC21488,17,0,0,0,0,0,0,18
SSC21489,0,0,0,0,0,0,0,0
SSC21490,0,0,0,0,0,0,0,0
SSC21491,6,0,0,0,0,0,0,7
SSC21492,0,0,0,0,0,0,0,0
SSC21493,12,0,0,0,0,0,0,10
SSC21494,8,0,0,0,0,0,0,8
SSC21495,1850,172,70,15,8,0,6,2117
SSC21496,6,0,0,0,0,0,0,11
SSC21497,9,0,0,0,0,0,0,8
SSC21498,6,3,0,0,0,0,0,9
SSC21499,11,0,0,0,0,0,0,11
SSC21500,45,0,3,0,0,0,0,46
SSC21501,42,3,3,0,0,0,0,47
SSC21502,0,0,0,0,0,0,0,0
SSC21503,4,0,0,0,0,0,0,4
SSC21504,0,0,0,0,0,0,0,0
SSC21505,39,3,3,3,0,0,0,50
SSC21506,3,0,0,0,0,0,0,3
SSC21507,29,7,3,0,0,0,0,36
SSC21508,5,0,0,0,0,0,0,5
SSC21509,0,0,0,0,0,0,0,0
SSC21510,6,0,0,0,0,0,0,6
SSC21511,148,15,0,0,0,0,0,169
SSC21512,3,0,0,0,0,0,0,3
SSC21513,4,0,0,0,0,0,0,4
SSC21514,58,7,3,0,0,0,0,68
SSC21515,18,3,3,0,0,0,3,24
SSC21516,0,0,0,0,0,0,0,0
SSC21517,69,6,7,0,0,0,0,82
SSC21518,8,0,0,0,0,0,0,16
SSC21519,97,8,3,0,0,0,0,112
SSC21520,124,4,9,0,0,0,0,134
SSC21521,3,0,0,0,0,0,0,3
SSC21522,10,0,0,0,0,0,0,10
SSC21523,13,0,0,0,0,0,0,13
SSC21524,46,0,0,0,0,0,0,54
SSC21525,204,35,16,6,0,0,3,266
SSC21526,159,16,6,3,0,0,0,185
SSC21527,57,3,4,0,0,0,0,72
SSC21528,171,23,22,4,0,0,3,222
SSC21529,18,3,0,0,0,0,0,22
SSC21530,18,3,0,0,0,0,0,18
SSC21531,3,0,0,0,0,0,0,3
SSC21532,74,0,4,0,0,0,0,81
SSC21533,0,0,0,0,0,0,0,0
SSC21534,306,22,12,0,0,0,0,343
SSC21535,3,0,0,0,0,0,0,3
SSC21536,34,0,4,0,0,0,0,33
SSC21537,452,23,9,5,0,0,0,496
SSC21538,0,0,0,0,0,0,0,0
SSC21539,7,0,0,0,0,0,0,7
SSC21540,127,12,10,5,0,0,0,153
SSC21541,109,10,5,3,0,0,0,125
SSC21542,0,0,0,0,0,0,0,3
SSC21543,18,0,0,0,0,0,0,19
SSC21544,1312,61,28,30,0,0,3,1437
SSC21545,1141,56,33,9,0,0,0,1244
SSC21546,3,0,0,0,0,0,0,3
SSC21547,9,0,0,0,0,0,0,11
SSC21548,1069,48,38,9,0,0,5,1172
SSC21549,157,6,3,0,0,0,0,171
SSC21550,53,0,3,0,0,0,0,55
SSC21551,121,8,4,3,0,0,0,130
SSC21552,258,8,9,3,0,0,0,280
SSC21553,0,0,0,0,0,0,0,3
SSC21554,1178,59,18,15,0,0,3,1276
SSC21555,5,0,3,0,0,0,0,11
SSC21556,0,0,0,0,0,0,0,0
SSC21557,6,0,0,0,0,0,0,6
SSC21558,0,0,0,0,0,0,0,0
SSC21559,380,34,23,3,0,0,0,436
SSC21560,3,0,0,0,0,0,0,3
SSC21561,462,31,32,0,0,0,6,532
SSC21562,9,0,0,0,0,0,0,14
SSC21563,51,0,0,0,0,0,0,56
SSC21564,733,48,30,3,0,0,0,819
SSC21565,812,54,23,6,0,4,3,896
SSC21566,59,3,3,0,0,0,0,69
SSC21567,3,0,0,0,0,0,0,3
SSC21568,47,0,0,0,0,0,0,43
SSC21569,17,0,0,0,0,0,0,20
SSC21570,3,0,0,0,0,0,0,3
SSC21571,3,0,0,0,0,0,0,5
SSC21572,18,3,0,0,0,0,0,21
SSC21573,86,3,7,0,0,0,0,99
SSC21574,61,5,0,0,0,0,0,69
SSC21575,77,4,5,0,0,0,0,85
SSC21576,1147,46,19,3,0,0,0,1221
SSC21577,2685,101,25,16,0,0,3,2834
SSC21578,0,0,0,0,0,0,0,0
SSC21579,18,0,4,0,0,0,0,25
SSC21580,88,3,7,0,0,0,0,93
SSC21581,21,0,3,0,0,0,0,29
SSC21582,14,0,0,0,0,0,0,17
SSC21583,319,15,3,0,0,0,0,346
SSC21584,14,0,0,0,0,0,0,10
SSC21585,10,0,0,0,0,0,0,12
SSC21586,0,0,0,0,0,0,0,0
SSC21587,0,0,0,0,0,0,0,0
SSC21588,437,33,15,5,0,0,0,494
SSC21589,0,0,0,0,0,0,0,0
SSC21590,16,0,0,0,0,0,0,18
SSC21591,21,0,3,0,0,0,0,24
SSC21592,21,0,0,0,0,0,0,24
SSC21593,1305,76,24,19,4,0,3,1421
SSC21594,5,3,0,0,0,0,0,9
SSC21595,24,0,3,0,0,0,0,29
SSC21596,0,0,0,0,0,0,0,0
SSC21597,45,3,0,3,0,0,0,46
SSC21598,11,3,0,0,0,0,0,14
SSC21599,0,0,0,0,0,0,0,0
SSC21600,0,0,0,0,0,0,0,0
SSC21601,169,15,12,0,0,0,0,194
SSC21602,9,0,0,0,0,0,0,5
SSC21603,6,0,0,0,0,0,0,6
SSC21604,139,18,6,4,0,0,0,170
SSC21605,0,0,0,0,0,0,0,0
SSC21606,15,0,0,0,0,0,0,15
SSC21607,497,55,32,3,3,0,7,601
SSC21608,78,4,3,0,0,0,3,88
SSC21609,17,8,0,0,0,0,0,25
SSC21610,5,0,0,0,0,0,0,5
SSC21611,0,0,0,0,0,0,0,0
SSC21612,0,0,0,0,0,0,0,0
SSC21613,33,0,0,0,0,0,0,34
SSC21614,234,23,8,0,0,0,3,273
SSC21615,0,0,0,0,0,0,0,0
SSC21616,18,3,0,0,0,0,0,19
SSC21617,44,7,0,0,0,0,0,47
SSC21618,871,31,13,14,0,0,0,927
SSC21619,3,0,0,0,0,0,0,0
SSC21620,12,0,0,0,0,0,0,12
SSC21621,7,0,0,0,0,0,0,10
SSC21622,7,0,0,0,0,0,0,10
SSC21623,8,0,0,0,0,0,0,14
SSC21624,1880,92,34,32,3,0,10,2048
SSC21625,0,0,0,0,0,0,0,0
SSC21626,68,4,7,0,0,0,0,82
SSC21627,0,0,0,0,0,0,0,0
SSC21628,13,0,0,0,0,0,0,11
SSC21629,1209,60,13,3,0,0,4,1287
SSC21630,0,0,0,0,0,0,0,0
SSC21631,640,71,39,15,0,0,10,769
SSC21632,959,102,77,16,3,0,9,1166
SSC21633,1911,170,125,27,8,3,4,2254
SSC21634,5,0,0,0,0,0,0,5
SSC21635,0,4,0,0,0,0,0,3
SSC21636,4,0,0,0,0,0,0,3
SSC21637,1385,100,26,10,0,0,0,1524
SSC21638,132,10,7,0,0,0,0,148
SSC21639,4,0,0,0,0,0,0,6
SSC21640,8,0,0,0,0,0,0,11
SSC21641,4,0,0,0,0,0,0,12
SSC21642,217,22,12,0,0,0,3,260
SSC21643,43,3,0,0,0,0,0,52
SSC21644,22,0,5,0,0,0,0,24
SSC21645,77,4,5,0,0,0,0,89
SSC21646,7,0,0,0,0,0,0,7
SSC21647,18,0,5,0,0,0,0,21
SSC21648,2191,151,100,18,3,0,5,2464
SSC21649,24,3,0,0,0,0,0,27
SSC21650,4,0,0,0,0,0,0,4
SSC21651,17,0,0,0,0,0,0,18
SSC21652,4,0,0,0,0,0,0,7
SSC21653,51,4,0,0,0,0,0,55
SSC21654,69,0,6,0,0,0,0,82
SSC21655,0,0,0,0,0,0,0,0
SSC21656,28,3,0,0,0,0,0,29
SSC21657,63,0,0,0,0,0,0,66
SSC21658,6,0,0,0,0,0,0,10
SSC21659,7,3,0,0,0,0,0,14
SSC21660,18,3,0,0,0,0,0,21
SSC21661,0,0,0,0,0,0,0,0
SSC21662,81,15,4,0,0,0,0,94
SSC21663,9,0,0,3,0,0,0,10
SSC21664,443,29,11,4,0,0,0,497
SSC21665,0,0,0,0,0,0,0,0
SSC21666,467,27,7,0,0,0,0,502
SSC21667,17,0,0,0,0,0,0,17
SSC21668,19,3,0,0,0,0,0,23
SSC21669,7,0,0,0,0,0,0,7
SSC21670,62,3,6,0,0,0,0,71
SSC21671,2519,248,154,39,10,5,22,2990
SSC21672,4077,202,91,41,5,3,6,4428
SSC21673,17,0,0,0,0,0,0,17
SSC21674,131,11,16,0,0,0,4,162
SSC21675,3,0,0,0,0,0,0,3
SSC21676,5,0,0,0,0,0,0,3
SSC21677,3,0,0,0,0,0,0,3
SSC21678,3,0,0,0,0,0,0,6
SSC21679,3,0,0,0,0,0,0,3
SSC21680,408,32,19,3,0,0,0,466
SSC21681,8,0,0,0,0,0,0,8
SSC21682,16,0,0,0,0,0,0,11
SSC21683,8,0,0,0,0,0,0,11
SSC21684,7,0,0,0,0,0,0,8
SSC21685,4,0,0,0,0,0,0,4
SSC21686,3,0,0,0,0,0,0,3
SSC21687,33,0,0,0,0,0,0,35
SSC21688,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0
SSC21690,4,0,0,0,0,0,0,3
SSC21691,25,0,0,0,0,0,0,30
SSC21692,200,17,7,3,0,0,3,230
SSC21693,3,0,0,0,0,0,0,3
SSC21694,1999,86,35,9,3,0,4,2147
SSC21695,83,6,6,0,0,0,0,101
SSC21696,7,0,0,0,0,0,0,7
SSC21697,5,0,0,0,0,0,0,12
SSC21698,7,0,0,0,0,0,0,7
SSC21699,15,0,0,0,0,0,0,15
SSC21700,0,0,0,0,0,0,0,0
SSC21701,8,0,0,0,0,0,0,8
SSC21702,17,3,0,0,0,0,0,24
SSC21703,36,3,0,0,0,0,0,39
SSC21704,576,62,44,10,0,0,5,694
SSC21705,64,3,3,0,0,0,4,72
SSC21706,9,0,0,0,0,0,0,9
SSC21707,3,0,0,0,0,0,0,3
SSC21708,0,0,0,0,0,0,0,0
SSC21709,5,0,0,0,0,0,0,10
SSC21710,3,0,0,0,0,0,0,7
SSC21711,3,0,0,0,0,0,0,3
SSC21712,5,0,0,0,0,0,0,7
SSC21713,3,0,0,0,0,0,0,3
SSC21714,16,0,0,0,0,0,0,15
SSC21715,395,38,26,3,0,0,0,457
SSC21716,24,3,0,0,0,0,0,32
SSC21717,3,0,0,0,0,0,0,3
SSC21718,0,0,0,0,0,0,0,0
SSC21719,5,0,0,0,0,0,0,10
SSC21720,664,27,8,0,0,0,0,691
SSC21721,759,23,13,7,0,0,3,809
SSC21722,7,0,0,0,0,0,0,7
SSC21723,1098,58,17,8,0,0,4,1182
SSC21724,780,85,24,16,3,0,4,912
SSC21725,121,3,6,3,0,0,0,129
SSC21726,0,0,0,0,0,0,0,0
SSC21727,4,0,0,0,0,0,0,5
SSC21728,9,0,0,0,0,0,0,9
SSC21729,3,0,0,0,0,0,0,3
SSC21730,1634,62,19,11,0,0,3,1730
SSC21731,3,4,0,0,0,0,0,8
SSC21732,6,0,0,0,0,0,0,9
SSC21733,0,0,0,0,0,0,0,0
SSC21734,680,41,22,5,3,0,0,744
SSC21735,0,0,0,0,0,0,0,0
SSC21736,14,0,0,0,0,0,0,11
SSC21737,7,0,0,0,0,0,0,9
SSC21738,3,0,0,0,0,0,0,3
SSC21739,0,0,0,0,0,0,0,0
SSC21740,0,0,0,0,0,0,0,0
SSC21741,10,0,0,0,0,0,0,10
SSC21742,127,10,7,0,0,0,0,154
SSC21743,2609,213,120,33,0,0,14,2997
SSC21744,579,46,40,7,3,0,5,684
SSC21745,13,0,0,0,0,0,0,13
SSC21746,13,3,0,0,0,0,0,15
SSC21747,22,0,3,0,0,0,0,27
SSC21748,948,57,24,3,0,0,0,1033
SSC21749,3,0,0,0,0,0,0,3
SSC21750,123,3,6,0,0,0,0,128
SSC21751,2084,198,97,23,3,0,11,2420
