SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC21752,0,0,0,0,0,0,0,0
SSC21753,13,0,0,0,0,0,0,15
SSC21754,0,0,0,0,0,0,0,0
SSC21755,90,8,6,0,0,0,0,111
SSC21756,0,0,0,0,0,0,0,0
SSC21757,865,85,71,13,4,3,16,1055
SSC21758,14,0,0,0,0,0,0,19
SSC21759,3,0,0,0,0,0,0,3
SSC21760,49,5,7,0,0,0,3,62
SSC21761,0,0,0,0,0,0,0,0
SSC21762,0,0,0,0,0,0,0,0
SSC21763,0,0,0,0,0,0,0,3
SSC21764,3,0,0,0,0,0,0,3
SSC21765,0,0,0,0,0,0,0,0
SSC21766,3,0,0,0,0,0,0,6
SSC21767,23,3,0,0,0,0,0,28
SSC21768,9,0,0,0,0,0,0,9
SSC21769,11,0,0,0,0,0,0,13
SSC21770,0,0,0,0,0,0,0,0
SSC21771,313,25,16,5,0,0,0,353
SSC21772,3,0,0,0,0,0,0,3
SSC21773,0,0,0,0,0,0,0,0
SSC21774,53,3,4,0,0,0,3,59
SSC21775,135,9,0,0,0,0,0,147
SSC21776,6,4,0,0,0,0,0,7
SSC21777,0,0,0,0,0,0,0,0
SSC21778,183,16,11,0,0,0,0,206
SSC21779,8,0,0,0,0,0,0,9
SSC21780,62,9,4,0,0,0,0,66
SSC21781,2396,146,52,12,0,0,3,2614
SSC21782,0,0,0,0,0,0,0,0
SSC21783,1179,100,67,11,3,3,4,1367
SSC21784,9,0,0,0,0,0,0,9
SSC21785,5,3,0,0,0,0,0,6
SSC21786,295,25,14,4,0,0,0,339
SSC21787,0,0,0,0,0,0,0,0
SSC21788,3,0,0,0,0,0,0,3
SSC21789,156,18,4,0,0,0,0,175
SSC21790,0,0,0,0,0,0,0,0
SSC21791,2319,159,89,10,4,0,6,2579
SSC21792,12,0,0,0,0,0,0,12
SSC21793,35,0,0,0,0,0,0,35
SSC21794,4,0,0,0,0,0,0,4
SSC21795,157,18,9,0,0,0,3,181
SSC21796,8,0,0,0,0,0,0,7
SSC21797,0,4,0,0,0,0,0,3
SSC21798,33,0,3,0,0,0,0,36
SSC21799,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0
SSC21801,29,0,3,0,0,0,0,32
SSC21802,12,0,0,0,0,0,0,12
SSC21803,14,0,0,0,0,0,0,15
SSC21804,4443,152,65,53,5,0,5,4734
SSC21805,0,0,0,0,0,0,0,0
SSC21806,12,0,0,0,0,0,0,12
SSC21807,14,0,0,0,0,0,0,14
SSC21808,45,3,3,0,0,0,0,48
SSC21809,3,0,0,0,0,0,0,3
SSC21810,35,0,0,0,0,0,0,41
SSC21811,24,0,0,0,0,0,3,27
SSC21812,48,8,0,0,0,0,0,48
SSC21813,7,0,0,0,0,0,0,7
SSC21814,17,0,0,0,0,0,0,15
SSC21815,2494,105,56,41,3,0,8,2696
SSC21816,13,0,0,0,0,0,0,13
SSC21817,14,3,0,0,0,0,0,16
SSC21818,10,3,0,0,0,0,0,12
SSC21819,0,0,0,0,0,0,0,0
SSC21820,62,3,8,0,0,0,0,77
SSC21821,10,0,0,0,0,0,0,9
SSC21822,16,0,3,0,0,0,0,24
SSC21823,26,0,0,0,0,0,0,26
SSC21824,3,0,0,0,0,0,0,3
SSC21825,0,0,0,0,0,0,0,0
SSC21826,6,0,0,0,0,0,0,10
SSC21827,9,0,0,0,0,0,0,8
SSC21828,15,0,0,0,0,0,0,15
SSC21829,3,0,0,0,0,0,0,3
SSC21830,16,0,4,0,0,0,0,21
SSC21831,0,0,0,0,0,0,0,0
SSC21832,15,0,0,0,0,0,0,17
SSC21833,25,0,0,0,0,0,0,25
SSC21834,0,0,0,0,0,0,0,0
SSC21835,4,0,0,0,0,0,0,4
SSC21836,12,0,0,0,0,0,0,12
SSC21837,1200,47,11,3,0,0,4,1261
SSC21838,79,4,5,0,0,0,0,86
SSC21839,10,0,0,0,0,0,0,10
SSC21840,14,0,0,0,0,0,0,15
SSC21841,5,0,0,0,0,0,0,5
SSC21842,0,0,0,0,0,0,0,4
SSC21843,12,0,0,0,0,0,0,14
SSC21844,4,0,0,0,0,0,0,5
SSC21845,49,0,3,0,0,0,0,54
SSC21846,3,3,0,0,0,0,0,3
SSC21847,52,7,3,0,0,0,0,57
SSC21848,10,0,3,0,0,0,0,13
SSC21849,12,0,0,0,0,0,0,12
SSC21850,15,0,0,0,0,0,0,15
SSC21851,244,17,14,0,0,0,3,278
SSC21852,3,0,0,0,0,0,0,3
SSC21853,13,3,0,0,0,0,0,18
SSC21854,3,0,0,0,0,0,0,3
SSC21855,143,10,6,0,0,0,0,161
SSC21856,12,0,0,0,0,0,0,12
SSC21857,0,0,0,0,0,0,0,5
SSC21858,35,4,0,0,0,0,0,41
SSC21859,0,0,0,0,0,0,0,0
SSC21860,4,0,0,0,0,0,0,4
SSC21861,4,0,0,0,0,0,0,4
SSC21862,9,0,0,0,0,0,0,12
SSC21863,48,0,5,0,0,0,0,55
SSC21864,0,0,0,0,0,0,0,0
SSC21865,57,13,3,0,0,0,0,73
SSC21866,118,8,9,0,0,0,0,134
SSC21867,76,9,3,0,0,0,0,88
SSC21868,20,0,9,0,0,0,0,22
SSC21869,4,0,0,0,0,0,0,8
SSC21870,15,0,0,0,0,0,0,13
SSC21871,0,0,0,0,0,0,0,0
SSC21872,9,0,0,0,0,0,0,9
SSC21873,18,0,0,0,0,0,0,18
SSC21874,10,0,0,0,0,0,0,16
SSC21875,16,0,0,0,0,0,0,16
SSC21876,11,0,0,0,0,0,0,8
SSC21877,24,0,0,0,0,0,0,26
SSC21878,7,0,0,0,0,0,0,7
SSC21879,3,0,0,0,0,0,0,5
SSC21880,40,3,0,0,0,0,0,41
SSC21881,3363,233,113,58,3,3,12,3777
SSC21882,59,3,0,0,0,0,0,66
SSC21883,1139,69,22,12,0,0,7,1253
SSC21884,4423,270,193,78,3,0,11,4976
SSC21885,3,0,0,0,0,0,0,3
SSC21886,151,13,8,0,0,0,0,168
SSC21887,36,4,4,0,0,0,0,47
SSC21888,7,0,3,0,0,0,0,13
SSC21889,5,0,0,0,0,0,0,5
SSC21890,3,0,0,0,0,0,0,5
SSC21891,28,3,0,0,0,0,0,35
SSC21892,3,0,0,0,0,0,0,3
SSC21893,0,0,0,0,0,0,0,0
SSC21894,5,0,0,0,0,0,0,5
SSC21895,24,0,0,0,0,0,0,22
SSC21896,15,0,0,0,0,0,0,21
SSC21897,7,3,0,0,0,0,0,5
SSC21898,3,0,0,0,0,0,0,3
SSC21899,128,10,5,3,0,0,0,143
SSC21900,20,11,3,0,0,0,0,35
SSC21901,0,0,0,0,0,0,0,0
SSC21902,5,0,0,0,0,0,3,9
SSC21903,30,4,0,0,0,0,0,29
SSC21904,5,0,0,0,0,0,0,5
SSC21905,140,7,3,0,0,0,0,151
SSC21906,3,0,0,0,0,0,0,3
SSC21907,15,0,0,0,0,0,0,15
SSC21908,9,0,0,0,0,0,0,6
SSC21909,328,17,16,0,0,0,0,358
SSC21910,533,54,44,4,0,0,6,644
SSC21911,14,0,0,0,0,0,0,15
SSC21912,3,0,0,0,0,0,0,3
SSC21913,304,27,16,3,0,0,0,358
SSC21914,7,0,0,0,0,0,0,7
SSC21915,52,3,0,0,0,0,0,55
SSC21916,30,4,0,0,0,0,0,42
SSC21917,174,7,12,0,0,0,0,194
SSC21918,51,3,0,0,0,0,0,58
SSC21919,8,0,0,0,0,0,0,8
SSC21920,13,3,0,0,0,0,0,20
SSC21921,31,0,3,0,0,0,0,42
SSC21922,1681,86,33,9,0,0,0,1800
SSC21923,42,3,0,0,0,0,0,52
SSC21924,63,6,0,0,0,0,0,75
SSC21925,11,0,0,0,0,0,0,11
SSC21926,1151,44,21,0,0,0,4,1227
SSC21927,198,16,10,0,0,0,6,225
SSC21928,218,8,4,0,0,0,0,235
SSC21929,88,12,7,0,0,0,0,111
SSC21930,691,56,15,0,0,0,0,763
SSC21931,44,0,0,0,0,0,0,49
SSC21932,31,0,0,0,0,0,0,36
SSC21933,4,0,0,0,0,0,0,4
SSC21934,0,0,0,0,0,0,0,0
SSC21935,19,3,3,0,0,0,0,25
SSC21936,0,0,0,0,0,0,0,0
SSC21937,3,0,0,0,0,0,0,3
SSC21938,0,0,3,0,0,0,0,3
SSC21939,8,0,0,0,0,0,0,8
SSC21940,3072,210,100,77,12,3,23,3490
SSC21941,841,52,36,13,0,0,3,938
SSC21942,3,0,0,0,0,0,0,6
SSC21943,36,3,0,0,0,0,0,41
SSC21944,0,0,0,0,0,0,0,0
SSC21945,4,0,0,0,0,0,0,4
SSC21946,0,0,0,0,0,0,0,0
SSC21947,6,0,3,0,0,0,0,8
SSC21948,468,65,40,9,0,0,4,586
SSC21949,4,0,0,0,0,0,0,4
SSC21950,15,0,0,0,0,0,0,15
SSC21951,253,24,22,0,0,0,3,301
SSC21952,7,3,0,0,0,0,0,8
SSC21953,205,20,12,3,0,0,0,242
SSC21954,714,32,24,4,0,0,4,778
SSC21955,16,0,4,0,0,0,0,18
SSC21956,27,4,0,0,0,0,0,32
SSC21957,417,30,17,0,0,0,0,463
SSC21958,239,23,24,4,0,0,0,292
SSC21959,2494,130,37,19,0,0,10,2690
SSC21960,16,5,0,0,0,0,0,23
SSC21961,5,0,0,0,0,0,0,3
SSC21962,226,3,3,3,0,0,0,240
SSC21963,18,3,0,0,0,0,0,21
SSC21964,0,0,0,0,0,0,0,0
SSC21965,0,0,0,0,0,0,0,0
SSC21966,3,0,0,0,0,0,0,3
SSC21967,0,0,0,0,0,0,0,0
SSC21968,8,0,0,0,0,0,0,8
SSC21969,24,0,3,0,0,0,0,24
SSC21970,4,0,0,0,0,0,0,4
SSC21971,12,0,0,0,0,0,0,15
SSC21972,364,32,15,3,0,0,6,428
SSC21973,1455,59,23,12,0,0,0,1553
SSC21974,30,0,0,0,0,0,0,30
SSC21975,0,0,0,0,0,0,0,0
SSC21976,9,0,0,0,0,0,0,9
SSC21977,10,0,0,0,0,0,0,10
SSC21978,0,0,0,0,0,0,0,0
SSC21979,15,0,0,0,0,0,0,18
SSC21980,38,9,0,3,0,0,0,49
SSC21981,42,6,4,0,0,0,0,46
SSC21982,0,0,0,0,0,0,0,0
SSC21983,0,0,0,0,0,0,0,0
SSC21984,170,7,11,0,0,0,0,197
SSC21985,3,0,0,0,0,0,0,3
SSC21986,743,32,16,11,0,0,0,801
SSC21987,75,3,0,0,0,0,0,79
SSC21988,942,43,7,9,0,0,0,1010
SSC21989,710,38,11,3,0,0,0,764
SSC21990,1190,63,23,24,0,0,6,1304
SSC21991,4,0,0,0,0,0,0,4
SSC21992,0,0,0,0,0,0,0,0
SSC21993,1581,113,53,8,0,0,7,1765
SSC21994,903,80,32,10,0,0,0,1032
SSC21995,12,3,0,0,0,0,0,14
SSC21996,5,0,0,0,0,0,0,5
SSC21997,191,17,3,0,0,0,0,215
SSC21998,11,0,0,0,0,0,0,7
SSC21999,27,0,4,0,0,0,0,33
SSC22000,0,0,0,0,0,0,0,0
SSC22001,11,3,0,0,0,0,0,14
SSC22002,140,7,10,4,0,0,0,169
SSC22003,9,3,0,0,0,0,0,17
SSC22004,1087,45,5,10,0,0,3,1153
SSC22005,51,0,3,0,0,0,0,57
SSC22006,30,0,0,0,0,0,0,33
SSC22007,23,3,0,0,0,0,0,30
SSC22008,88,8,8,0,0,0,0,102
SSC22009,20,0,0,0,0,0,0,16
SSC22010,74,8,0,0,0,0,0,87
SSC22011,5,0,3,0,0,0,0,5
SSC22012,3,0,0,0,0,0,0,5
SSC22013,4,0,0,0,0,0,0,4
SSC22014,0,0,0,0,0,0,0,0
SSC22015,5019,462,364,61,11,3,34,5956
SSC22016,29,0,0,0,0,0,0,30
SSC22017,164,9,10,4,0,0,0,191
SSC22018,8,0,0,0,0,0,0,7
SSC22019,45,6,0,0,0,0,0,50
SSC22020,139,9,6,0,0,0,0,153
SSC22021,4,0,0,0,0,0,0,5
SSC22022,3,0,0,0,0,0,0,8
SSC22023,21,0,0,0,0,0,0,21
SSC22024,619,24,8,7,0,0,0,659
SSC22025,1469,81,48,8,3,0,0,1608
SSC22026,286,13,0,0,0,0,0,307
SSC22027,13,0,0,0,0,0,0,20
SSC22028,0,0,0,0,0,0,0,0
SSC22029,1921,82,36,6,0,0,3,2045
SSC22030,1378,48,24,9,0,0,0,1455
SSC22031,4,0,0,0,0,0,0,3
SSC22032,4,0,0,0,0,0,0,3
SSC22033,15,0,0,0,0,0,0,15
SSC22034,11,0,0,0,0,0,0,11
SSC22035,863,83,29,7,3,0,3,987
SSC22036,8,0,0,0,0,0,0,8
SSC22037,190,20,14,3,0,0,0,233
SSC22038,472,41,31,3,0,3,3,548
SSC22039,16,3,0,0,0,0,0,19
SSC22040,14,0,3,0,0,0,0,17
SSC22041,4,0,0,0,0,0,0,3
SSC22042,7,0,0,0,0,0,0,7
SSC22043,8,0,0,0,0,0,0,8
SSC22044,53,0,0,0,0,0,0,59
SSC22045,11,3,0,0,0,0,0,16
SSC22046,23,0,0,0,0,0,0,26
SSC22047,3,0,0,0,0,0,0,3
SSC22048,8,3,0,0,0,0,0,8
SSC22049,10,0,0,0,0,0,0,10
SSC22050,18,0,0,0,0,0,0,22
SSC22051,0,0,0,0,0,0,0,0
SSC22052,37,3,0,0,0,0,0,42
SSC22053,22,0,0,0,0,0,0,20
SSC22054,19,0,0,0,0,0,0,17
SSC22055,0,0,0,0,0,0,0,0
SSC22056,3,0,0,0,0,0,0,8
SSC22057,3,0,0,0,0,0,0,3
SSC22058,3,0,0,0,0,0,0,7
SSC22059,10,0,0,0,0,0,0,10
SSC22060,20,0,0,0,0,0,0,27
SSC22061,3,0,0,0,0,0,0,3
SSC22062,23,3,4,0,0,0,0,35
SSC22063,3,0,0,0,0,0,0,3
SSC22064,0,0,0,0,0,0,0,0
SSC22065,17,4,0,0,0,0,0,21
SSC22066,11,0,0,0,0,0,0,16
SSC22067,0,0,0,0,0,0,0,0
SSC22068,8,0,0,0,0,0,0,8
SSC22069,9,0,0,0,0,0,0,9
SSC22070,4,0,0,0,0,0,0,4
SSC22071,0,0,0,0,0,0,0,0
SSC22072,381,20,14,3,0,0,0,422
SSC22073,595,30,22,4,0,0,0,660
SSC22074,7841,363,253,90,13,4,11,8574
SSC22075,20,0,0,0,0,0,0,28
SSC22076,200,16,4,0,0,0,3,218
SSC22077,0,0,0,0,0,0,0,0
SSC22078,0,0,0,0,0,0,0,0
SSC22079,7,0,0,0,0,0,0,7
SSC22080,7,0,0,0,0,0,0,7
SSC22081,0,0,0,0,0,0,0,0
SSC22082,32,0,0,0,0,0,0,35
SSC22083,3,0,0,0,0,0,0,4
SSC22084,4,0,0,0,0,0,0,4
SSC22085,11,0,0,0,0,0,0,11
SSC22086,61,4,3,3,0,0,0,77
SSC22087,4,3,0,0,0,0,0,11
SSC22088,19,4,0,0,0,0,0,20
SSC22089,11,0,0,0,0,0,0,10
SSC22090,92,7,0,0,0,0,0,102
SSC22091,14,0,0,0,0,0,0,15
SSC22092,44,3,3,0,0,0,0,50
SSC22093,283,18,5,0,0,0,3,308
SSC22094,10,0,3,0,0,0,0,12
SSC22095,1341,96,21,5,0,0,3,1465
SSC22096,11,0,0,0,0,0,0,15
SSC22097,205,18,7,3,0,0,3,240
SSC22098,729,81,54,3,0,0,10,878
SSC22099,73,3,3,0,0,0,0,75
SSC22100,63,3,6,0,0,0,0,73
SSC22101,15,0,0,0,0,0,0,12
SSC22102,5,0,0,0,0,0,0,10
SSC22103,17,0,3,0,0,0,0,21
SSC22104,3,0,0,0,0,0,0,3
SSC22105,3,0,0,0,0,0,0,3
SSC22106,668,44,14,3,0,0,0,724
SSC22107,6,0,0,0,0,0,0,10
SSC22108,0,0,0,0,0,0,0,3
SSC22109,3271,149,64,39,4,0,8,3545
SSC22110,166,10,0,0,0,0,0,181
SSC22111,26,0,4,0,0,0,0,28
SSC22112,141,4,10,0,0,0,0,159
SSC22113,4,0,0,0,0,0,0,3
SSC22114,3,0,0,0,0,0,0,3
SSC22115,19,5,5,0,0,0,0,28
SSC22116,3,0,0,0,0,0,0,3
SSC22117,67,6,7,7,0,0,0,83
SSC22118,40,4,3,0,0,0,0,51
SSC22119,15,0,0,0,0,0,0,12
SSC22120,0,0,0,0,0,0,0,0
SSC22121,38,5,0,0,0,0,0,43
SSC22122,217,20,6,0,0,0,0,249
SSC22123,92,9,4,0,0,0,0,102
SSC22124,12,0,0,0,0,0,0,16
SSC22125,52,3,3,0,0,0,0,57
SSC22126,7,0,0,0,0,0,0,7
SSC22127,3,0,0,0,0,0,0,3
SSC22128,3,0,0,0,0,0,0,3
SSC22129,0,0,0,0,0,0,0,0
SSC22130,53,8,0,0,0,0,0,64
SSC22131,7,0,0,0,0,0,0,7
SSC22132,20,3,6,0,0,0,0,24
SSC22133,17,4,0,0,0,0,0,20
SSC22134,34,3,0,0,0,0,0,39
SSC22135,447,52,27,3,0,0,0,528
SSC22136,105,9,3,0,0,0,0,118
SSC22137,69,0,0,0,0,0,0,70
SSC22138,13,0,0,0,0,0,0,16
SSC22139,167,17,13,0,0,0,3,193
SSC22140,5,0,0,0,0,0,0,3
SSC22141,4,0,0,0,0,0,0,5
SSC22142,19,0,0,0,0,0,0,22
SSC22143,10,0,0,0,0,0,0,19
SSC22144,0,0,0,0,0,0,0,3
SSC22145,3,0,0,0,0,0,0,3
SSC22146,3,0,0,0,0,0,0,4
SSC22147,4,0,0,0,0,0,0,9
SSC22148,403,19,8,0,0,0,0,433
SSC22149,5086,230,113,70,4,3,9,5519
SSC22150,0,0,0,0,0,0,0,0
SSC22151,4,0,0,0,0,0,0,3
SSC22152,41,3,0,0,0,0,0,45
SSC22153,6,0,0,0,0,0,0,6
SSC22154,0,0,0,0,0,0,0,0
SSC22155,0,0,0,0,0,0,0,0
SSC22156,0,0,0,0,0,0,0,0
SSC22157,0,0,0,0,0,0,0,0
SSC22158,1681,108,31,18,0,0,4,1846
SSC22159,0,0,0,0,0,0,0,0
SSC22160,542,28,23,3,0,0,0,592
SSC22161,3,3,0,0,0,0,0,3
SSC22162,1861,113,46,19,0,0,3,2042
SSC22163,1145,63,20,4,0,0,0,1235
SSC22164,1358,67,33,17,0,0,3,1471
SSC22165,24,0,0,0,0,0,0,27
SSC22166,101,8,0,0,0,0,0,113
SSC22167,122,3,3,0,0,0,0,124
SSC22168,28,3,3,0,0,0,0,31
SSC22169,19,0,5,0,0,0,0,24
SSC22170,0,0,0,0,0,0,0,0
SSC22171,248,16,11,5,0,0,4,285
SSC22172,239,22,14,3,0,0,3,283
SSC22173,8,0,0,0,0,0,0,8
SSC22174,122,15,3,4,0,0,0,144
SSC22175,0,0,0,0,0,0,0,0
SSC22176,3,0,0,0,0,0,0,3
SSC22177,0,0,0,0,0,0,0,0
SSC22178,19,0,0,0,0,0,0,16
SSC22179,18,0,3,0,0,0,0,24
SSC22180,3,0,0,0,0,0,0,3
SSC22181,580,36,33,3,0,3,5,654
SSC22182,1078,40,15,8,0,0,0,1146
SSC22183,3,0,0,0,0,0,0,3
SSC22184,0,0,0,0,0,0,0,0
SSC22185,11,0,0,0,0,0,0,14
SSC22186,1013,91,61,10,0,0,6,1179
SSC22187,254,29,12,3,0,0,0,306
SSC22188,147,15,7,0,0,0,0,173
SSC22189,0,0,0,0,0,0,0,0
SSC22190,15,0,0,0,0,0,0,15
SSC22191,10,0,0,0,0,0,0,10
SSC22192,165,10,6,0,0,0,0,187
SSC22193,3,0,0,0,0,0,0,3
SSC22194,0,0,0,0,0,0,0,0
SSC22195,20,0,0,0,0,0,0,20
SSC22196,5085,266,133,42,0,0,14,5551
SSC22197,3251,123,73,61,0,0,3,3510
SSC22198,5,0,0,0,0,0,0,3
SSC22199,20,0,0,0,0,0,0,21
SSC22200,13,0,0,0,0,0,0,13
SSC22201,6,0,0,0,0,0,0,6
SSC22202,3,0,3,0,0,0,0,3
SSC22203,40,3,0,0,0,0,0,50
SSC22204,76,6,8,0,0,0,3,96
SSC22205,8,0,0,0,0,0,0,8
SSC22206,198,18,9,3,0,0,3,226
SSC22207,0,0,0,0,0,0,0,0
SSC22208,22,0,0,0,0,0,3,21
SSC22209,695,71,34,3,0,0,0,806
SSC22210,4,0,0,0,0,0,0,3
SSC22211,368,53,24,3,0,0,3,451
SSC22212,3,0,0,0,0,0,0,3
SSC22213,54,4,4,3,0,0,0,70
SSC22214,9,0,0,0,0,0,0,9
SSC22215,1179,104,70,6,0,0,4,1365
SSC22216,0,0,0,0,0,0,0,0
SSC22217,6,0,0,0,0,0,0,4
SSC22218,84,6,10,0,0,0,0,98
SSC22219,11,0,0,0,0,0,0,11
SSC22220,0,0,0,0,0,0,0,0
SSC22221,726,64,34,7,0,0,3,825
SSC22222,5,0,0,0,0,0,0,5
SSC22223,1277,62,17,0,0,0,4,1365
SSC22224,15,3,3,0,0,0,0,18
SSC22225,16,0,0,0,0,0,0,16
SSC22226,0,0,0,0,0,0,0,0
SSC22227,56,5,0,0,0,0,0,67
SSC22228,137,10,0,3,0,0,0,158
SSC22229,4,0,0,0,0,0,0,4
SSC22230,73,5,3,0,0,0,0,87
SSC22231,796,52,27,11,0,0,8,892
SSC22232,12,0,0,0,0,0,0,12
SSC22233,30,4,0,0,0,0,0,35
SSC22234,31,0,0,0,0,0,0,33
SSC22235,40,7,0,0,0,0,0,51
SSC22236,724,42,23,8,0,0,7,809
SSC22237,4,0,0,0,0,0,0,4
SSC22238,1456,146,56,11,3,0,8,1688
SSC22239,223,13,15,0,0,0,0,247
SSC22240,22,0,0,0,0,0,0,24
SSC22241,16,0,0,0,0,0,0,13
SSC22242,17,0,0,0,0,0,0,17
SSC22243,20,0,0,0,0,0,0,27
SSC22244,655,78,60,12,3,0,3,816
SSC22245,564,18,7,5,0,0,0,605
SSC22246,67,4,5,0,0,0,0,77
SSC22247,211,22,6,0,0,0,0,245
SSC22248,0,0,0,0,0,0,0,0
SSC22249,0,0,0,0,0,0,0,0
SSC22250,15,0,0,0,0,0,0,20
SSC22251,13,0,0,0,0,0,0,12
SSC22252,313,26,14,6,0,0,0,360
SSC22253,101,6,5,0,0,0,0,114
SSC22254,435,44,19,8,0,0,8,513
SSC22255,19,0,0,0,0,0,0,22
SSC22256,0,0,0,0,0,0,0,0
SSC22257,13,0,0,0,0,0,0,13
SSC22258,4,0,0,0,0,0,0,4
SSC22259,0,0,0,0,0,0,0,0
SSC22260,48,3,3,0,0,0,0,57
SSC22261,30,3,0,0,0,0,0,37
SSC22262,0,0,0,0,0,0,0,0
SSC22263,9,0,0,0,0,0,0,9
SSC22264,2645,205,134,40,3,3,22,3049
SSC22265,144,4,7,5,0,0,0,157
SSC22266,126,3,5,4,0,0,0,145
SSC22267,25,3,0,0,0,0,0,32
SSC22268,46,0,0,0,0,0,0,48
SSC22269,3,0,0,0,0,0,0,3
SSC22270,157,10,6,0,0,0,0,169
SSC22271,15,0,0,0,0,0,0,16
SSC22272,58,5,3,0,0,0,0,65
SSC22273,4,0,0,0,0,0,0,5
SSC22274,5,0,0,0,0,0,0,3
SSC22275,6,0,0,0,0,0,0,6
SSC22276,0,0,0,0,0,0,0,0
SSC22277,6,0,0,0,0,0,0,11
SSC22278,0,0,0,0,0,0,0,0
SSC22279,45,0,4,0,0,0,0,47
SSC22280,1043,69,63,18,7,0,3,1204
SSC22281,3,0,0,0,0,0,0,4
SSC22282,23,0,0,0,0,0,0,23
SSC22283,16,0,4,0,0,0,0,21
SSC22284,58,3,0,0,0,0,0,66
SSC22285,3,0,0,0,0,0,0,3
SSC22286,3,0,0,0,0,0,0,3
SSC22287,198,11,4,0,0,0,3,225
SSC22288,117,14,4,0,0,0,0,141
SSC22289,0,0,0,0,0,0,0,0
SSC22290,73,5,5,0,0,0,0,92
SSC22291,273,19,3,4,0,0,0,303
SSC22292,155,13,3,0,0,0,0,175
SSC22293,0,0,0,0,0,0,0,0
SSC22294,1210,125,82,14,0,0,10,1441
SSC22295,74,3,0,0,0,0,0,82
SSC22296,39,3,3,0,0,0,0,41
SSC22297,81,5,0,0,0,0,0,94
SSC22298,220,12,8,5,0,0,0,241
SSC22299,701,47,8,0,0,0,0,760
SSC22300,3527,187,117,31,4,3,11,3878
SSC22301,11,0,0,0,0,0,0,8
SSC22302,3,0,0,0,0,0,0,3
SSC22303,1099,93,18,3,0,0,3,1214
SSC22304,647,36,10,3,0,0,0,697
SSC22305,12,0,0,0,0,0,0,12
SSC22306,3,0,0,0,0,0,0,3
SSC22307,12,0,0,0,0,0,0,12
SSC22308,310,16,6,0,0,0,0,329
SSC22309,287,25,10,3,0,0,0,322
SSC22310,16,0,0,0,0,0,0,19
SSC22311,5,0,0,0,0,0,0,10
SSC22312,0,0,0,0,0,0,0,4
SSC22313,0,0,0,0,0,0,0,0
SSC22314,22,0,0,0,0,0,0,23
SSC22315,41,4,0,0,0,0,0,46
SSC22316,23,0,0,0,0,0,0,23
SSC22317,2256,116,58,94,6,0,10,2550
SSC22318,1464,91,49,55,9,0,13,1677
SSC22319,3538,229,136,105,9,8,32,4062
SSC22320,461,53,24,3,3,0,3,540
SSC22321,149,8,10,3,0,0,0,170
SSC22322,106,9,3,0,0,0,0,123
SSC22323,166,9,6,0,0,0,0,180
SSC22324,12,0,0,0,0,0,0,9
SSC22325,3,0,0,0,0,0,0,3
SSC22326,9,0,0,0,0,0,0,9
SSC22327,14,0,0,0,0,0,3,12
SSC22328,427,22,5,4,0,0,0,464
SSC22329,4,0,0,0,0,0,0,4
SSC22330,6,0,0,0,0,0,0,6
SSC22331,12,0,0,0,0,0,0,12
SSC22332,816,55,19,0,0,0,3,896
SSC22333,1047,45,13,5,0,0,0,1113
SSC22334,224,19,3,0,0,0,0,246
SSC22335,146,14,3,3,0,0,0,173
