SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC22336,3,0,0,0,0,0,0,3
SSC22337,0,0,0,0,0,0,0,3
SSC22338,40,4,3,0,0,0,0,41
SSC22339,59,4,3,3,0,0,0,70
SSC22340,32,0,0,0,0,0,0,32
SSC22341,16,0,0,0,0,0,0,17
SSC22342,3,0,0,0,0,0,0,3
SSC22343,437,42,25,3,0,0,8,507
SSC22344,25,3,0,0,0,0,0,26
SSC22345,3,0,0,0,0,0,0,4
SSC22346,12,3,0,0,0,0,0,15
SSC22347,0,0,0,0,0,0,0,0
SSC22348,10,0,0,0,0,0,0,10
SSC22349,10,0,0,0,0,0,0,9
SSC22350,11,0,0,0,0,0,0,11
SSC22351,3,0,0,0,0,0,0,3
SSC22352,0,0,0,0,0,0,0,0
SSC22353,36,5,0,0,0,0,0,39
SSC22354,0,0,0,0,0,0,0,0
SSC22355,19,3,0,0,0,0,0,20
SSC22356,4,0,0,0,0,0,0,10
SSC22357,0,0,0,0,0,0,0,0
SSC22358,271,23,17,3,0,0,4,314
SSC22359,11,3,0,0,0,0,0,13
SSC22360,17,0,0,0,0,0,0,13
SSC22361,22,3,0,0,0,0,0,23
SSC22362,513,32,29,0,0,0,0,578
SSC22363,20,0,0,0,0,0,0,22
SSC22364,16,3,4,0,0,0,0,28
SSC22365,742,48,22,4,0,0,3,820
SSC22366,10,0,0,0,0,0,0,11
SSC22367,0,0,0,0,0,0,0,0
SSC22368,102,8,8,0,0,0,0,128
SSC22369,1215,44,23,5,0,0,0,1293
SSC22370,138,4,3,0,0,0,0,150
SSC22371,17,0,0,0,0,0,0,17
SSC22372,6,3,0,0,0,0,0,13
SSC22373,4,0,0,0,0,0,0,4
SSC22374,0,0,0,0,0,0,0,0
SSC22375,24,3,4,0,0,0,0,32
SSC22376,0,0,0,0,0,0,0,0
SSC22377,27,3,3,0,0,0,0,32
SSC22378,0,0,0,0,0,0,0,0
SSC22379,4219,339,204,28,8,3,19,4825
SSC22380,39,3,0,0,0,0,0,42
SSC22381,23,0,3,0,0,0,0,22
SSC22382,37,3,3,0,0,0,0,41
SSC22383,958,56,30,14,0,0,3,1062
SSC22384,1199,69,41,36,6,0,8,1357
SSC22385,1939,96,66,54,4,4,16,2172
SSC22386,59,3,0,0,0,0,0,58
SSC22387,1913,89,23,12,0,0,0,2042
SSC22388,0,0,0,0,0,0,0,0
SSC22389,14,0,0,0,0,0,0,12
SSC22390,0,0,0,0,0,0,0,0
SSC22391,12,0,0,0,0,0,0,12
SSC22392,7,0,0,0,0,0,0,4
SSC22393,909,72,41,16,0,0,3,1042
SSC22394,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0
SSC22396,13,0,0,0,0,0,0,13
SSC22397,58,0,3,0,0,0,0,57
SSC22398,18,0,0,0,0,0,0,14
SSC22399,0,0,0,0,0,0,0,0
SSC22400,0,0,0,0,0,0,0,0
SSC22401,20,0,3,0,0,0,0,26
SSC22402,1400,68,39,21,3,0,0,1533
SSC22403,0,0,0,0,0,0,0,0
SSC22404,0,0,0,0,0,0,0,0
SSC22405,15,0,0,0,0,0,0,15
SSC22406,8,0,0,0,0,0,0,8
SSC22407,24,5,3,0,0,0,0,34
SSC22408,5,0,0,0,0,0,0,5
SSC22409,0,0,0,0,0,0,0,0
SSC22410,3,0,0,0,0,0,0,3
SSC22411,21,6,4,0,0,0,5,34
SSC22412,25,0,0,0,0,0,0,25
SSC22413,4,0,0,0,0,0,0,4
SSC22414,72,13,4,0,0,0,0,91
SSC22415,9,0,0,0,0,0,0,9
SSC22416,20,0,3,0,0,0,0,19
SSC22417,26,0,0,0,0,0,0,26
SSC22418,71,5,3,0,0,0,0,82
SSC22419,72,0,4,0,0,0,0,82
SSC22420,4,0,0,0,0,0,0,4
SSC22421,30,3,0,0,0,0,0,35
SSC22422,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0
SSC22424,10,0,0,0,0,0,0,10
SSC22425,7,0,0,0,0,0,0,3
SSC22426,3,0,0,0,0,0,0,3
SSC22427,3,0,0,0,0,0,0,3
SSC22428,6,0,0,0,0,0,0,6
SSC22429,60,5,4,0,0,0,0,64
SSC22430,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0
SSC22432,56,3,3,0,0,0,0,65
SSC22433,3,0,0,0,0,0,0,3
SSC22434,3,0,0,0,0,0,0,3
SSC22435,41,4,0,0,0,0,0,42
SSC22436,0,0,0,0,0,0,0,0
SSC22437,3,0,0,0,0,0,0,5
SSC22438,4,0,0,0,0,0,0,4
SSC22439,5155,245,148,101,10,4,15,5687
SSC22440,11,0,0,0,0,0,0,11
SSC22441,0,0,0,0,0,0,0,0
SSC22442,5,0,0,0,0,0,0,7
SSC22443,3,0,0,0,0,0,0,3
SSC22444,5,0,0,0,0,0,0,7
SSC22445,8,0,0,0,0,0,0,8
SSC22446,49,0,0,0,0,0,0,53
SSC22447,0,0,0,0,0,0,0,0
SSC22448,9,0,0,0,0,0,0,9
SSC22449,3,0,0,0,0,0,0,3
SSC22450,40,0,0,0,0,0,0,40
SSC22451,3,0,0,0,0,0,0,7
SSC22452,6,0,0,0,0,0,0,11
SSC22453,25,3,0,0,0,0,0,30
SSC22454,24,3,0,4,0,0,0,33
SSC22455,434,28,21,7,0,0,0,494
SSC22456,22,0,0,0,0,0,0,23
SSC22457,17,0,0,0,0,0,0,21
SSC22458,64,0,0,0,0,0,0,67
SSC22459,64,7,0,0,0,0,0,75
SSC22460,0,0,0,0,0,0,0,0
SSC22461,2468,105,71,33,0,0,0,2680
SSC22462,2445,94,31,25,0,3,9,2608
SSC22463,4,0,0,0,0,0,0,9
SSC22464,262,14,9,0,0,0,0,283
SSC22465,0,0,0,0,0,0,0,0
SSC22466,0,0,0,0,0,0,0,0
SSC22467,224,16,10,0,0,0,0,257
SSC22468,8,0,0,0,0,0,0,8
SSC22469,3,0,0,0,0,0,0,3
SSC22470,4,0,0,0,0,0,0,4
SSC22471,2265,110,36,26,3,3,13,2451
SSC22472,1770,76,29,21,3,0,3,1907
SSC22473,4,0,0,0,0,0,0,4
SSC22474,17,0,0,0,0,0,0,22
SSC22475,6,0,0,0,0,0,0,12
SSC22476,181,18,14,0,0,0,0,215
SSC22477,4,0,0,0,0,0,0,6
SSC22478,3,0,0,0,0,0,0,3
SSC22479,0,0,0,0,0,0,0,0
SSC22480,0,0,0,0,0,0,0,0
SSC22481,17,0,0,0,0,0,0,17
SSC22482,8,0,0,0,0,0,0,9
SSC22483,0,0,0,0,0,0,0,0
SSC22484,525,48,25,4,3,0,0,605
SSC22485,0,0,0,0,0,0,0,0
SSC22486,11,3,0,0,0,0,0,14
SSC22487,3,0,0,0,0,0,0,3
SSC22488,0,0,0,0,0,0,0,3
SSC22489,124,9,3,0,0,0,0,137
SSC22490,19,0,0,0,0,0,0,18
SSC22491,0,0,0,0,0,0,0,0
SSC22492,2342,87,64,54,4,0,9,2555
SSC22493,0,0,0,0,0,0,0,0
SSC22494,87,9,7,0,0,0,0,107
SSC22495,11,0,0,0,0,0,0,15
SSC22496,1830,90,33,14,0,0,8,1967
SSC22497,17,0,0,0,0,0,0,20
SSC22498,46,0,3,0,0,0,0,55
SSC22499,0,3,0,0,0,0,0,3
SSC22500,11,0,0,0,0,0,0,11
SSC22501,24,3,0,0,0,0,0,21
SSC22502,0,0,0,0,0,0,0,0
SSC22503,104,6,4,0,0,0,3,119
SSC22504,10,0,0,0,0,0,0,10
SSC22505,5,0,0,0,0,0,0,11
SSC22506,7,0,0,0,0,0,0,7
SSC22507,3,0,0,0,0,0,0,5
SSC22508,24,4,0,0,0,0,0,26
SSC22509,4,0,0,0,0,0,0,4
SSC22510,4,0,0,0,0,0,0,4
SSC22511,0,0,0,0,0,0,0,0
SSC22512,17,0,0,0,0,0,0,17
SSC22513,26,3,0,0,0,0,0,33
SSC22514,0,0,0,0,0,0,0,0
SSC22515,172,6,15,0,0,0,0,207
SSC22516,0,0,0,0,0,0,0,0
SSC22517,6,0,0,0,0,0,0,9
SSC22518,23,0,0,0,0,0,0,29
SSC22519,3,0,0,0,0,0,0,3
SSC22520,27,3,0,0,0,0,0,33
SSC22521,96,4,0,0,0,0,0,107
SSC22522,16,0,0,0,0,0,0,19
SSC22523,31,7,0,0,0,0,0,38
SSC22524,91,6,3,0,0,0,0,100
SSC22525,17,3,0,0,0,0,0,19
SSC22526,0,0,0,0,0,0,0,0
SSC22527,5,0,0,0,0,0,0,5
SSC22528,12,0,0,0,0,0,0,12
SSC22529,0,0,0,0,0,0,0,0
SSC22530,112,13,10,0,0,0,0,135
SSC22531,48,8,3,0,0,0,0,62
SSC22532,3,0,0,0,0,0,0,7
SSC22533,175,18,9,0,0,0,0,209
SSC22534,1109,75,21,6,0,0,8,1216
SSC22535,40,6,6,0,0,0,3,52
SSC22536,0,0,0,0,0,0,0,0
SSC22537,227,23,13,3,3,0,3,270
SSC22538,1640,90,61,3,0,0,5,1807
SSC22539,0,0,0,0,0,0,0,0
SSC22540,30,0,3,0,0,0,0,35
SSC22541,7,0,0,0,0,0,0,7
SSC22542,0,0,0,0,0,0,0,0
SSC22543,0,0,0,0,0,0,0,0
SSC22544,0,0,0,0,0,0,0,0
SSC22545,5,0,0,0,0,0,0,5
SSC22546,0,0,0,0,0,0,0,0
SSC22547,3,0,0,0,0,0,0,3
SSC22548,0,0,0,0,0,0,0,0
SSC22549,5,0,0,0,0,0,0,5
SSC22550,8,0,0,0,0,0,0,8
SSC22551,6,0,0,0,0,0,0,6
SSC22552,334,43,24,0,0,0,4,405
SSC22553,56,3,4,0,0,0,0,63
SSC22554,26,3,0,0,0,0,0,35
SSC22555,15,0,0,0,0,0,0,11
SSC22556,2172,226,110,20,5,0,18,2548
SSC22557,222,12,15,3,0,0,0,257
SSC22558,78,5,4,0,0,0,0,85
SSC22559,157,11,0,0,0,0,0,163
SSC22560,18,0,0,0,0,0,0,22
SSC22561,8,0,0,0,0,0,0,8
SSC22562,0,0,0,0,0,0,0,0
SSC22563,4,0,0,0,0,0,0,11
SSC22564,81,5,4,0,0,0,0,94
SSC22565,17,0,0,0,0,0,0,19
SSC22566,25,0,0,0,0,0,0,27
SSC22567,21,0,0,0,0,0,0,23
SSC22568,4,0,0,0,0,0,0,5
SSC22569,2923,85,63,52,4,3,10,3141
SSC22570,0,0,0,0,0,0,0,0
SSC22571,48,5,0,0,0,0,0,49
SSC22572,0,0,0,0,0,0,0,0
SSC22573,602,38,25,11,0,3,0,683
SSC22574,22,0,0,0,0,0,0,26
SSC22575,0,0,0,0,0,0,0,0
SSC22576,3,0,0,0,0,0,0,3
SSC22577,0,0,0,0,0,0,0,0
SSC22578,0,0,0,0,0,0,0,0
SSC22579,4,0,0,0,0,0,0,4
SSC22580,3,3,0,0,0,0,0,7
SSC22581,350,43,26,0,0,0,0,427
SSC22582,0,0,0,0,0,0,0,0
SSC22583,87,13,6,0,0,0,0,111
SSC22584,60,0,3,0,0,0,0,71
SSC22585,50,3,0,0,0,0,0,57
SSC22586,45,3,4,0,0,0,3,56
SSC22587,17,0,0,0,0,0,0,19
SSC22588,34,0,0,0,0,0,0,32
SSC22589,26,0,0,0,0,0,0,28
SSC22590,8,0,0,0,0,0,0,8
SSC22591,3,0,0,0,0,0,0,3
SSC22592,3,0,0,0,0,0,0,3
SSC22593,5,0,0,0,0,0,0,3
SSC22594,7,0,0,0,0,0,0,3
SSC22595,13,0,0,0,0,0,0,13
SSC22596,0,0,0,0,0,0,0,0
SSC22597,0,0,0,0,0,0,0,0
SSC22598,49,4,0,0,0,0,0,58
SSC22599,23,0,3,0,0,0,0,25
SSC22600,0,0,0,0,0,0,0,0
SSC22601,377,32,22,0,0,0,0,431
SSC22602,10,0,0,0,0,0,0,8
SSC22603,9,3,0,0,0,0,0,12
SSC22604,38,0,7,0,0,0,0,48
SSC22605,3,0,0,0,0,0,0,3
SSC22606,0,0,0,0,0,0,0,0
SSC22607,821,70,35,11,3,0,0,936
SSC22608,20,0,0,0,0,0,0,19
SSC22609,6,0,0,0,0,0,0,8
SSC22610,4,0,0,0,0,0,0,8
SSC22611,19,0,0,0,0,0,0,24
SSC22612,67,3,3,0,0,0,0,74
SSC22613,40,0,0,0,0,0,0,40
SSC22614,1424,75,41,15,0,0,0,1557
SSC22615,1579,68,34,22,3,0,8,1713
SSC22616,3,0,0,0,0,0,0,3
SSC22617,3,0,0,0,0,0,0,3
SSC22618,0,0,0,0,0,0,0,0
SSC22619,10,0,0,0,0,0,0,9
SSC22620,984,43,23,8,0,0,3,1055
SSC22621,17,3,0,0,0,0,0,16
SSC22622,55,3,3,0,0,0,0,64
SSC22623,4,0,0,0,0,0,0,3
SSC22624,0,0,0,0,0,0,0,0
SSC22625,0,0,0,0,0,0,0,4
SSC22626,41,0,3,0,0,0,0,53
SSC22627,3,0,0,0,0,0,0,3
SSC22628,0,0,0,0,0,0,0,0
SSC22629,0,0,0,0,0,0,0,0
SSC22630,4,0,0,0,0,0,0,4
SSC22631,98,11,7,0,0,0,3,123
SSC22632,6,0,0,0,0,0,0,10
SSC22633,5,0,0,0,0,0,0,5
SSC22634,6,0,0,0,0,0,0,5
SSC22635,5,0,0,0,0,0,0,9
SSC22636,0,0,0,0,0,0,0,0
SSC22637,74,5,7,0,0,0,0,82
SSC22638,0,0,0,0,0,0,0,0
SSC22639,0,0,0,0,0,0,0,0
SSC22640,6,0,0,0,0,0,0,6
SSC22641,0,0,0,0,0,0,0,0
SSC22642,0,0,0,0,0,0,0,0
SSC22643,21,4,0,0,0,0,0,27
SSC22644,17,0,0,0,0,0,0,19
SSC22645,0,0,0,0,0,0,0,0
SSC22646,3,0,0,0,0,0,0,3
SSC22647,0,0,0,0,0,0,0,0
SSC22648,1277,123,91,14,0,0,10,1512
SSC22649,4,0,0,0,0,0,0,4
SSC22650,178,8,3,3,0,0,0,189
SSC22651,3,0,0,0,0,0,0,3
SSC22652,21,0,0,0,0,0,0,22
SSC22653,15,0,0,0,0,0,0,12
SSC22654,7,0,0,0,0,0,0,10
SSC22655,7,0,0,0,0,0,0,8
SSC22656,293,23,8,0,0,0,0,325
SSC22657,8,0,0,0,0,0,0,8
SSC22658,46,3,0,0,0,0,0,50
SSC22659,59,3,3,0,0,0,0,61
SSC22660,375,35,19,3,0,0,0,437
SSC22661,3,0,0,0,0,0,0,8
SSC22662,12,0,0,0,0,0,0,9
SSC22663,181,7,8,0,3,0,0,199
SSC22664,0,0,0,0,0,0,0,0
SSC22665,24,0,0,0,0,0,0,26
SSC22666,0,0,0,0,0,0,0,0
SSC22667,1446,117,91,19,3,0,19,1686
SSC22668,62,0,0,0,0,0,0,63
SSC22669,0,0,0,0,0,0,0,0
SSC22670,29,4,0,0,0,0,0,32
SSC22671,12,0,0,0,0,0,0,12
SSC22672,1763,99,49,23,0,0,4,1939
SSC22673,2578,135,49,38,0,0,7,2807
SSC22674,20,0,0,0,0,0,0,22
SSC22675,5,0,0,0,0,0,0,5
SSC22676,123,23,10,0,0,0,0,164
SSC22677,3,0,0,0,0,0,0,3
SSC22678,11,0,0,0,0,0,0,11
SSC22679,0,0,0,0,0,0,0,0
SSC22680,12,0,0,0,0,0,0,13
SSC22681,0,0,0,0,0,0,0,0
SSC22682,46,5,5,0,0,0,0,56
SSC22683,4,0,0,0,0,0,0,4
SSC22684,166,16,5,0,0,0,3,188
SSC22685,1446,105,75,8,3,0,12,1656
SSC22686,38,0,0,0,0,0,0,37
SSC22687,0,0,0,0,0,0,0,0
SSC22688,6,0,0,0,0,0,0,6
SSC22689,805,53,20,5,0,0,0,885
SSC22690,100,0,3,0,0,0,0,112
SSC22691,768,48,19,3,0,0,0,841
SSC22692,3,0,0,0,0,0,0,3
SSC22693,8,0,0,0,0,0,0,14
SSC22694,83,3,4,0,0,0,0,97
SSC22695,0,0,0,0,0,0,0,0
SSC22696,18,3,0,0,0,0,0,18
SSC22697,2557,184,125,18,3,0,12,2904
SSC22698,3,0,0,0,0,0,0,5
SSC22699,6,0,0,0,0,0,0,6
SSC22700,8,0,0,0,0,0,0,8
SSC22701,12,0,0,0,0,0,0,12
SSC22702,3,0,0,0,0,0,0,4
SSC22703,7,0,0,0,0,0,0,7
SSC22704,21,0,0,0,0,0,0,24
SSC22705,0,0,0,0,0,0,0,0
SSC22706,8,0,0,0,0,0,0,8
SSC22707,416,26,8,10,0,0,0,455
SSC22708,558,36,17,3,0,0,3,608
SSC22709,529,21,14,3,0,0,0,573
SSC22710,7,0,0,0,0,0,0,8
SSC22711,14,0,3,0,0,0,0,18
SSC22712,0,0,0,0,0,0,0,0
SSC22713,13,0,0,0,0,0,0,13
SSC22714,266,7,8,3,0,0,0,288
SSC22715,0,0,0,0,0,0,0,0
SSC22716,27,0,0,0,0,0,0,27
SSC22717,565,32,23,9,0,4,0,625
SSC22718,3,0,0,0,0,0,0,3
SSC22719,3,0,0,0,0,0,0,7
SSC22720,49,6,4,0,0,0,0,61
SSC22721,0,0,0,0,0,0,0,0
SSC22722,0,0,0,0,0,0,0,5
SSC22723,3,0,0,0,0,0,0,3
SSC22724,5,0,0,0,0,0,0,5
SSC22725,10,0,0,0,0,0,0,11
SSC22726,3,0,0,0,0,0,0,3
SSC22727,8,0,3,0,0,0,0,10
SSC22728,23,0,0,0,0,0,0,26
SSC22729,25,3,0,0,0,0,0,28
SSC22730,5,0,0,0,0,0,0,5
SSC22731,630,76,54,14,3,0,8,783
SSC22732,6,0,0,0,0,0,0,13
SSC22733,0,0,0,0,0,0,0,0
SSC22734,7,0,0,0,0,0,0,9
SSC22735,3,0,0,0,0,0,0,3
SSC22736,4365,351,187,52,8,6,15,4989
SSC22737,163,5,8,0,0,0,0,183
SSC22738,10,0,0,0,0,0,0,9
SSC22739,112,4,11,4,0,0,0,132
SSC22740,31,0,0,0,0,0,0,35
SSC22741,13,0,0,0,0,0,0,15
SSC22742,1147,57,18,13,0,0,9,1234
SSC22743,246,8,8,0,0,0,0,263
SSC22744,1357,128,111,7,0,0,9,1607
SSC22745,15,0,0,0,0,0,0,17
SSC22746,8,0,0,0,0,0,0,8
SSC22747,586,39,25,4,0,0,3,660
SSC22748,6,0,0,0,0,0,0,6
SSC22749,5,0,0,0,0,0,0,5
SSC22750,58,0,0,0,0,0,0,64
SSC22751,17,0,0,0,0,0,0,18
SSC22752,2687,96,33,29,0,0,7,2853
SSC22753,0,0,0,0,0,0,0,0
SSC22754,3,0,0,0,0,0,0,4
SSC22755,285,20,9,3,0,0,4,326
SSC22756,35,3,0,0,0,0,0,35
SSC22757,6,0,0,0,0,0,0,6
SSC22758,19,0,0,0,0,0,0,20
SSC22759,3,0,0,0,0,0,0,5
SSC22760,232,30,20,0,0,0,6,286
SSC22761,629,43,35,3,0,0,0,712
SSC22762,0,0,0,0,0,0,0,0
SSC22763,33,4,0,0,0,0,0,44
SSC22764,6,0,0,0,0,0,0,6
SSC22765,7,0,0,0,0,0,0,7
SSC22766,5,0,0,0,0,0,0,3
SSC22767,11,4,0,0,0,0,0,11
SSC22768,14,3,0,0,0,0,0,16
SSC22769,11,0,0,0,0,0,0,11
SSC22770,26,0,0,0,0,0,0,28
SSC22771,6,0,0,0,0,0,0,6
SSC22772,0,0,0,0,0,0,0,0
SSC22773,3,0,0,0,0,0,0,5
SSC22774,29,0,4,0,0,0,0,35
SSC22775,3,0,0,0,0,0,0,3
SSC22776,0,0,0,0,0,0,0,0
SSC22777,1043,41,23,18,0,0,0,1130
SSC22778,1831,81,36,10,0,0,5,1961
SSC22779,159,9,6,0,0,0,0,178
SSC22780,63,3,3,0,0,0,0,74
SSC22781,24,0,0,0,0,0,0,23
SSC22782,0,0,0,0,0,0,0,0
SSC22783,6,0,0,0,0,0,0,6
SSC22784,15,0,0,0,0,0,0,14
SSC22785,6,0,0,0,0,0,0,6
SSC22786,3,0,0,0,0,0,0,3
SSC22787,34,0,3,0,0,0,0,42
SSC22788,147,17,9,3,0,0,0,175
SSC22789,16,0,0,0,0,0,0,20
SSC22790,11,4,0,0,0,0,0,17
SSC22791,353,21,7,0,0,0,4,389
SSC22792,0,0,0,0,0,0,0,0
SSC22793,0,0,0,0,0,0,0,0
SSC22794,0,0,0,0,0,0,0,0
SSC22795,0,0,0,0,0,0,0,0
SSC22796,0,0,0,0,0,0,0,0
SSC22797,0,0,0,0,0,0,0,3
SSC22798,5,0,0,0,0,0,0,8
SSC22799,46,0,4,0,0,0,0,54
SSC22800,11,0,0,4,0,0,0,14
SSC22801,0,0,0,0,0,0,0,0
SSC22802,0,0,0,0,0,0,0,3
SSC22803,16,0,0,0,0,0,0,21
SSC22804,1536,174,111,13,0,3,11,1845
SSC22805,1383,51,29,20,0,0,0,1484
SSC22806,0,0,0,0,0,0,0,3
SSC22807,3,0,0,0,0,0,0,3
SSC22808,15,4,0,0,0,0,0,26
SSC22809,3,0,0,0,0,0,0,4
SSC22810,570,36,20,0,0,0,3,625
SSC22811,0,0,0,0,0,0,0,0
SSC22812,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0
SSC22814,315,32,23,3,0,0,3,377
SSC22815,13,0,0,0,0,0,0,13
SSC22816,0,0,0,0,0,0,0,0
SSC22817,6,0,0,0,0,0,0,10
SSC22818,699,41,26,3,3,0,0,773
SSC22819,49,3,0,0,0,0,0,47
SSC22820,0,0,0,0,0,0,0,0
SSC22821,55,3,3,0,0,0,0,61
SSC22822,0,0,0,0,0,0,0,0
SSC22823,7,0,0,0,0,0,0,7
SSC22824,15,0,0,0,0,0,0,15
SSC22825,0,0,0,0,0,0,0,0
SSC22826,27,4,3,0,0,0,0,37
SSC22827,3,0,0,0,0,0,0,3
SSC22828,19,0,0,0,0,0,0,20
SSC22829,7,0,0,0,0,0,0,7
SSC22830,3,0,0,0,0,0,0,3
SSC22831,46,8,0,0,0,0,0,52
SSC22832,3,0,0,0,0,0,0,3
SSC22833,27,0,0,0,0,0,0,28
SSC22834,0,0,0,0,0,0,0,0
SSC22835,0,0,0,0,0,0,0,0
SSC22836,45,0,7,0,0,0,0,48
SSC22837,15,0,0,0,0,0,0,20
SSC22838,39,8,0,0,0,0,0,43
SSC22839,0,0,0,0,0,0,0,3
SSC22840,3,0,0,0,0,0,0,6
SSC22841,12,3,0,0,0,0,0,9
SSC22842,276,31,32,7,0,0,4,345
SSC22843,33,0,0,0,0,0,0,37
SSC22844,7,0,0,0,0,0,0,13
SSC22845,35,0,0,0,0,0,0,42
SSC22846,20,0,0,0,0,0,0,20
SSC22847,0,0,0,0,0,0,0,0
SSC22848,0,0,0,0,0,0,0,0
SSC22849,7,0,0,0,0,0,0,9
SSC22850,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0
SSC22854,10,0,0,0,0,0,0,12
SSC22855,0,0,0,0,0,0,0,0
SSC22856,0,0,0,0,0,0,0,0
SSC22857,0,0,0,0,0,0,0,0
SSC22858,26,3,3,0,0,0,0,28
SSC22859,18,0,0,0,0,0,0,23
SSC22860,121,13,13,0,0,0,0,140
SSC22861,164,14,3,0,0,0,0,181
SSC22862,35,3,0,0,0,0,4,48
SSC22863,0,0,0,0,0,0,0,0
SSC22864,5,0,0,0,0,0,0,5
SSC22865,0,0,0,0,0,0,0,0
SSC22866,3,0,0,0,0,0,0,3
SSC22867,4,0,0,0,0,0,0,4
SSC22868,2881,205,156,49,5,9,10,3307
SSC22869,29,0,0,0,0,0,0,31
SSC22870,15,0,0,0,0,0,0,15
SSC22871,11,0,0,0,0,0,0,11
SSC22872,10,0,0,0,0,0,0,11
SSC22873,0,0,0,0,0,0,0,4
SSC22874,194,11,14,0,0,0,3,224
SSC22875,28,3,0,0,0,0,0,29
SSC22876,0,0,0,0,0,0,0,0
SSC22877,564,29,9,0,0,0,0,606
SSC22878,15,0,3,0,0,0,0,21
SSC22879,124,15,11,3,0,0,0,153
SSC22880,0,0,0,0,0,0,0,0
SSC22881,32,3,3,0,0,0,0,36
SSC22882,18,3,0,0,0,0,0,22
SSC22883,24,0,3,0,0,0,0,32
SSC22884,8,0,0,0,0,0,0,11
SSC22885,17,0,0,0,0,0,0,21
SSC22886,3,0,0,0,0,0,0,3
SSC22887,11,0,0,0,0,0,0,16
SSC22888,0,0,0,0,0,0,0,0
SSC22889,13,3,0,0,0,0,0,16
SSC22890,0,0,0,0,0,0,0,0
SSC22891,28,0,0,0,0,0,0,34
SSC22892,24,0,4,0,0,0,0,27
SSC22893,11,0,0,0,0,0,0,11
SSC22894,8,0,0,0,0,0,0,8
SSC22895,321,33,11,4,0,0,0,370
SSC22896,247,12,9,3,0,0,0,273
SSC22897,5,0,0,0,0,0,0,5
SSC22898,150,19,5,3,0,0,0,178
SSC22899,11,3,0,0,0,0,0,17
SSC22900,138,15,11,4,0,0,0,167
SSC22901,240,3,0,0,0,0,0,250
SSC22902,1751,79,20,6,0,0,6,1867
SSC22903,3,0,0,0,0,0,0,4
SSC22904,568,51,36,3,0,0,3,666
SSC22905,0,0,0,0,0,0,0,0
SSC22906,51,5,0,0,0,0,0,64
SSC22907,5,0,0,0,0,0,0,5
SSC22908,0,0,0,0,0,0,0,0
SSC22909,111,8,6,0,0,0,3,137
SSC22910,70,9,3,0,0,0,0,83
SSC22911,35,3,0,0,0,0,0,40
SSC22912,31,0,0,4,0,0,0,40
SSC22913,20,0,0,0,0,0,0,22
SSC22914,14,0,0,0,0,0,0,14
SSC22915,17,3,0,0,0,0,0,16
SSC22916,3,0,0,0,0,0,0,3
SSC22917,0,0,0,0,0,0,0,0
SSC22918,8,0,0,0,0,0,0,8
SSC22919,88,3,4,0,0,0,0,101
SSC22920,78,7,0,0,0,0,3,86
SSC22921,0,0,0,0,0,0,0,0
SSC22922,7,0,0,0,0,0,0,5
SSC22923,4,0,0,0,0,0,0,4
SSC22924,16,0,3,0,0,0,0,15
SSC22925,3,0,0,0,0,0,0,3
SSC22926,17,0,0,0,0,0,0,17
SSC22927,0,0,0,0,0,0,0,0
SSC22928,17,4,0,0,0,0,0,18
SSC22929,0,0,0,0,0,0,0,0
SSC29494,0,0,0,0,0,0,0,0
SSC29797,0,0,0,0,0,0,0,0
