LGA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA20110,16,7,3,0,22,18,3,6,0,33,5,0,15,0,30,14,3,19,0,30,92,8,32,0,134,48,21,58,3,127,260,39,55,5,358,164,58,57,3,282,189,79,39,8,322,158,138,37,5,333,107,102,15,0,223,113,83,8,0,209,147,158,16,3,321,74,114,5,0,189,39,56,0,0,100,17,40,0,0,61,35,49,0,0,89,117,182,40,5,350,46,5,12,0,63,1650,1142,423,37,3246
LGA20260,13,4,0,0,16,5,3,0,0,14,14,7,8,0,31,3,0,19,0,23,83,10,36,3,126,42,15,50,0,112,225,37,60,9,335,141,59,52,7,263,154,87,45,5,296,128,104,39,4,273,52,81,20,3,160,80,79,6,3,179,113,131,23,3,268,84,70,5,0,158,38,43,0,0,78,19,38,8,0,64,31,37,0,0,76,86,176,39,0,298,38,8,13,0,54,1362,993,432,42,2825
LGA20570,106,32,57,5,193,62,19,17,8,110,61,31,117,4,213,47,17,196,0,261,401,62,393,30,885,261,115,603,27,1006,1472,237,641,44,2399,828,441,583,42,1894,998,731,510,54,2292,940,927,367,42,2279,622,942,255,33,1850,622,879,183,19,1695,1162,1707,189,36,3098,618,1128,65,12,1828,308,730,24,9,1068,173,387,38,3,595,344,827,30,4,1215,575,1163,424,21,2182,215,111,120,9,450,9821,10460,4817,396,25499
LGA20660,186,79,88,10,359,90,19,51,7,171,70,29,117,23,237,45,30,138,4,216,391,70,226,27,716,202,122,330,31,685,1151,235,419,52,1859,835,341,462,73,1703,1074,684,542,65,2364,894,795,447,63,2194,629,908,374,41,1944,710,991,277,40,2021,1439,2409,409,56,4321,1055,2012,165,36,3266,664,1473,82,18,2236,412,1078,75,3,1572,766,2786,87,14,3653,684,1711,539,33,2975,203,169,97,15,481,11497,15931,4932,610,32968
LGA20740,62,9,17,3,84,43,0,14,0,52,37,15,39,0,89,30,5,79,0,110,251,39,127,8,426,147,53,193,7,397,795,78,196,11,1074,427,170,162,17,772,515,290,168,10,984,400,315,79,10,804,201,296,51,3,554,214,253,41,0,514,323,360,34,3,727,166,213,10,3,381,93,112,0,0,205,45,84,11,0,136,95,120,5,0,218,272,390,160,5,834,137,31,36,5,207,4239,2825,1411,89,8567
LGA20830,85,20,28,4,139,54,12,22,3,90,43,20,73,0,134,21,10,80,0,112,292,37,119,7,466,151,43,218,6,419,858,100,224,25,1200,517,225,225,17,977,602,402,231,16,1247,470,490,160,20,1137,304,464,127,7,900,340,482,72,12,897,578,815,86,5,1487,324,575,31,5,935,152,312,4,0,467,108,180,7,0,294,201,376,14,0,591,334,656,190,9,1192,140,73,33,3,253,5577,5285,1939,135,12930
LGA20910,119,50,106,4,275,60,19,24,7,113,38,16,70,5,133,18,16,74,3,111,219,34,128,9,390,138,57,195,6,393,544,93,203,25,873,429,124,259,34,843,662,265,293,39,1253,635,307,238,31,1213,427,364,221,18,1031,469,423,171,16,1083,1074,1157,313,29,2573,781,1168,107,21,2070,507,983,57,11,1554,521,1365,147,3,2037,1611,5045,144,13,6809,634,1854,364,12,2853,176,140,51,7,374,9061,13462,3151,294,25968
LGA21010,18,0,3,0,28,19,0,7,0,34,11,0,20,0,32,10,0,37,0,43,107,19,57,0,186,43,16,77,4,133,337,47,93,7,485,196,69,70,10,347,188,106,64,3,359,171,120,34,6,330,106,108,22,4,232,104,103,14,6,227,171,148,18,0,339,79,121,12,0,211,38,57,0,0,100,13,25,8,0,48,42,59,6,0,106,143,158,55,0,359,49,10,23,0,88,1861,1166,610,45,3681
LGA21110,295,166,329,72,863,121,42,102,27,296,91,64,133,35,324,45,50,124,14,233,301,89,176,25,589,244,168,269,30,711,710,215,270,62,1252,681,336,373,83,1472,944,573,440,103,2056,1029,617,365,102,2107,661,648,321,63,1691,797,769,283,43,1887,1872,1786,532,117,4314,1491,1687,225,61,3460,1023,1445,92,24,2590,744,1785,241,22,2795,2416,8386,227,27,11058,1023,3063,504,28,4619,237,221,80,15,550,14723,22119,5083,949,42882
LGA21180,479,258,386,31,1157,207,109,126,20,459,171,211,488,28,901,104,146,466,15,721,1087,462,653,71,2270,511,621,847,60,2045,2508,969,923,81,4487,1136,1542,1055,133,3866,1311,2183,1115,144,4752,1158,2279,829,157,4428,731,1999,583,71,3384,808,1882,435,95,3217,1369,3406,528,104,5413,778,2313,268,52,3419,371,1335,116,20,1838,203,844,75,10,1129,262,1297,93,21,1664,815,2740,893,50,4498,478,371,285,32,1160,14490,24956,10164,1194,50811
LGA21270,23,8,0,0,38,19,0,0,0,24,9,5,3,0,13,4,0,9,0,17,61,15,20,0,92,24,10,27,0,60,158,27,26,4,213,81,38,30,4,157,89,55,9,3,159,69,56,7,0,131,29,54,6,0,94,42,33,7,3,78,62,72,3,4,146,27,47,0,0,71,18,14,0,0,33,4,8,0,0,6,9,16,0,0,27,54,90,7,0,157,25,5,7,0,40,794,561,185,21,1558
LGA21370,79,15,15,3,107,46,11,10,0,65,34,16,40,0,87,23,5,65,0,88,241,28,108,3,380,109,46,189,3,341,778,96,187,16,1076,393,180,172,11,752,499,301,164,9,971,455,401,108,11,973,239,305,76,10,635,281,350,50,5,690,447,570,52,11,1078,202,336,25,0,567,89,208,7,0,312,36,86,7,0,138,98,166,9,0,271,246,565,130,5,950,127,54,44,10,227,4413,3742,1463,108,9720
LGA21450,139,57,58,8,258,61,14,23,0,99,47,37,98,3,187,28,19,142,0,188,298,76,228,8,615,171,108,466,14,758,1010,226,425,14,1682,606,470,429,23,1535,720,889,452,36,2096,754,1168,352,29,2302,516,1112,256,14,1896,626,1229,180,21,2050,1168,2147,244,39,3592,645,1497,91,22,2263,308,799,50,5,1166,151,491,29,9,674,254,845,25,3,1124,494,1368,362,16,2233,177,136,88,4,400,8165,12683,3998,277,25127
LGA21610,598,278,282,16,1173,215,79,118,17,429,186,190,357,29,758,103,114,435,10,664,903,428,648,36,2014,549,669,1170,52,2439,2760,1191,1164,76,5185,1596,2039,1310,93,5042,1994,3451,1357,123,6927,2013,3967,1096,125,7203,1366,3934,808,92,6196,1491,3820,600,103,6013,3127,7496,823,118,11565,1617,4797,344,57,6813,749,2612,166,36,3559,378,1617,101,9,2102,564,2631,105,15,3317,1250,4497,1038,60,6849,520,446,261,19,1251,21983,44260,12171,1083,79494
LGA21670,33,3,11,0,39,14,0,9,0,23,17,9,30,0,51,6,0,41,0,43,130,10,69,9,217,70,30,106,3,207,415,47,84,3,551,181,82,97,11,365,187,132,66,6,392,138,132,31,6,303,64,100,15,0,183,72,71,14,0,162,92,141,13,0,248,38,71,12,0,116,18,35,0,0,52,7,8,8,0,19,15,24,0,0,36,99,148,49,0,293,63,16,27,0,103,1629,1063,673,36,3407
LGA21750,28,11,7,0,48,28,3,7,0,38,20,5,28,3,60,15,0,48,0,62,115,17,62,4,189,66,31,117,4,216,330,59,104,3,493,226,92,94,20,433,296,175,80,12,563,229,228,67,10,535,121,197,31,7,353,154,208,30,3,399,249,333,35,7,621,101,194,11,4,303,61,100,9,0,163,24,42,5,0,70,50,67,10,7,137,143,249,76,3,472,51,25,24,6,114,2310,2042,830,87,5275
LGA21830,36,17,7,0,67,28,9,11,0,49,17,9,14,0,43,4,6,25,0,37,115,28,48,3,192,49,26,64,3,142,281,45,66,4,393,172,88,69,8,327,215,174,68,4,461,172,143,38,7,359,90,118,28,8,239,99,145,9,5,251,173,223,25,3,418,85,154,12,0,247,44,71,5,0,119,22,38,3,0,66,72,92,3,3,167,123,228,66,3,417,63,23,26,7,114,1858,1635,574,55,4118
LGA21890,289,92,113,27,525,154,37,55,14,264,105,70,176,31,384,54,39,186,12,292,684,151,281,41,1153,269,259,451,47,1024,1611,400,526,97,2630,743,651,602,100,2096,930,982,636,110,2663,971,1125,463,106,2662,663,1044,339,65,2109,737,1019,292,64,2109,1595,2154,376,107,4233,1238,1698,147,51,3133,742,1225,73,23,2069,488,920,110,18,1536,858,2342,69,24,3300,863,1576,487,37,2967,261,172,141,25,601,13261,15959,5521,1002,35748
LGA22110,86,12,18,3,124,59,12,14,0,93,54,15,54,4,127,38,7,88,0,137,369,36,147,9,564,215,55,221,0,493,1154,141,234,16,1545,621,237,207,26,1083,742,401,186,24,1342,618,436,122,11,1189,294,394,65,10,766,295,308,58,9,666,477,525,47,8,1057,220,302,20,5,544,117,137,0,0,248,54,90,5,0,156,108,141,12,0,259,432,571,169,9,1180,186,47,54,3,282,6137,3866,1721,128,11854
LGA22170,159,60,103,10,329,80,26,52,3,162,75,40,168,7,288,46,21,234,3,306,453,79,430,19,977,295,152,707,18,1173,1446,294,758,51,2544,901,564,814,73,2349,1123,1002,859,72,3050,1054,1267,654,85,3060,742,1320,508,61,2623,754,1354,314,41,2466,1738,2680,418,55,4891,1036,1930,161,35,3163,493,1112,76,17,1695,268,669,59,3,996,363,1123,51,13,1548,761,1735,741,23,3262,282,190,179,13,664,12058,15607,7275,604,35552
LGA22250,19,9,0,0,32,20,8,3,0,33,13,8,20,0,39,12,0,16,0,29,99,14,24,4,136,47,19,35,0,103,258,35,41,4,344,161,69,35,3,275,169,96,32,10,302,160,102,21,3,288,55,79,10,0,148,95,93,11,3,195,102,134,10,3,246,37,78,3,0,117,17,36,0,0,58,7,16,0,0,26,20,35,0,3,63,72,153,38,0,269,45,13,8,0,73,1406,1004,322,33,2771
LGA22310,285,91,167,21,555,128,34,41,21,224,89,42,108,17,250,55,22,117,10,205,404,79,174,18,677,252,150,277,17,693,1101,259,299,46,1713,704,387,388,67,1539,961,699,445,64,2168,1006,731,371,77,2182,655,829,297,46,1823,756,960,277,48,2031,1595,2084,415,84,4184,1250,1863,151,41,3306,782,1650,62,26,2526,606,1411,138,18,2171,1293,4633,109,19,6053,771,2049,503,26,3347,243,191,79,15,529,12927,18154,4409,696,36183
LGA22410,20,12,6,0,33,26,3,8,0,35,29,3,26,0,61,18,0,35,3,55,108,21,59,4,194,70,27,100,5,198,381,50,103,8,541,204,100,97,16,411,252,159,77,5,499,214,154,62,5,434,133,159,22,0,318,151,145,24,5,324,238,276,32,3,548,136,211,14,0,358,74,91,3,0,172,45,54,8,0,101,69,86,5,3,164,124,294,86,3,502,92,19,28,6,136,2370,1860,790,62,5084
LGA22490,25,6,9,0,41,19,3,8,0,29,19,9,21,3,46,8,4,21,0,36,100,19,53,3,180,78,27,71,0,180,317,68,72,3,456,181,93,81,10,357,233,210,69,0,511,225,276,49,4,553,128,272,38,0,448,137,288,22,0,442,282,497,28,8,808,158,356,9,0,529,67,182,4,0,246,35,107,9,0,148,57,183,3,0,239,142,376,70,0,588,41,42,9,0,94,2238,3015,644,45,5939
LGA22620,98,31,63,4,187,94,10,40,10,158,60,18,140,9,231,26,13,217,3,264,489,108,330,23,955,275,106,656,27,1064,1675,260,689,62,2687,1002,523,658,48,2238,1248,854,592,68,2769,1185,1102,413,47,2741,679,1062,277,31,2047,684,1019,175,34,1909,1278,1854,221,29,3384,691,1312,68,17,2083,394,733,17,5,1144,167,449,27,0,650,326,698,33,3,1055,687,1269,484,27,2458,273,102,107,14,490,11327,11516,5211,464,28521
LGA22670,423,309,296,32,1063,152,80,84,13,327,160,168,309,23,661,88,127,283,19,512,805,463,444,53,1765,444,582,660,36,1724,1959,1010,747,92,3813,946,1384,816,109,3261,1174,1943,765,159,4040,991,1903,572,102,3572,632,1584,429,72,2717,652,1423,315,54,2443,1053,2422,383,106,3968,490,1511,166,27,2188,232,724,55,27,1040,125,483,44,9,655,147,663,49,6,867,669,1843,604,49,3168,286,220,157,26,689,11414,18850,7194,1012,38473
LGA22750,299,81,147,20,549,180,51,93,5,333,157,77,287,19,537,98,41,367,17,524,1130,186,706,37,2053,592,276,1177,36,2079,3309,558,1173,82,5122,2026,879,1205,102,4208,2413,1550,1229,112,5304,2168,1969,855,109,5104,1261,2084,600,58,3996,1419,2169,455,61,4097,2765,4233,562,85,7646,1661,2939,185,30,4817,829,1861,71,20,2788,446,1111,96,6,1654,909,2272,81,8,3275,1457,2957,916,50,5380,561,278,250,19,1104,23674,25562,10451,872,60567
LGA22830,100,50,46,5,202,60,12,12,4,91,41,36,74,7,152,24,21,117,0,166,300,118,208,10,631,173,131,339,9,653,933,199,348,22,1502,478,331,347,21,1183,672,538,318,23,1556,597,592,234,20,1439,341,596,125,18,1073,395,571,96,14,1081,678,1067,116,22,1878,408,692,46,6,1144,171,382,10,0,562,75,215,14,0,300,175,388,15,0,576,403,836,248,17,1501,175,101,90,10,373,6197,6855,2800,206,16060
LGA22910,24,9,6,0,36,22,0,3,0,29,19,4,18,0,44,3,4,13,0,24,88,15,44,3,152,65,26,72,0,159,304,42,86,0,440,202,96,69,10,373,218,151,76,0,445,185,157,35,8,381,92,132,26,0,254,86,116,18,0,220,201,185,20,0,405,113,118,3,0,237,45,46,5,0,95,36,41,6,0,78,66,57,4,0,131,126,180,63,4,377,49,16,19,0,81,1945,1391,591,35,3962
LGA22980,15,6,0,0,24,15,4,0,0,16,3,8,3,0,14,3,0,8,0,15,41,3,9,3,58,28,12,20,0,63,142,27,22,7,198,64,37,26,3,129,89,46,23,3,162,87,51,13,0,151,19,51,6,0,77,43,49,8,0,98,61,80,3,0,142,39,40,3,0,81,12,23,0,0,33,11,7,0,0,18,19,14,0,0,31,55,66,20,0,141,15,6,10,0,32,770,525,174,22,1492
LGA23110,152,61,77,8,304,97,18,32,4,150,57,57,111,11,238,28,29,107,0,164,356,117,188,23,686,153,136,296,24,612,898,222,330,43,1490,522,369,394,44,1324,592,541,446,56,1635,538,698,324,61,1626,383,739,266,33,1427,455,702,210,36,1406,984,1487,310,48,2841,739,1192,125,37,2092,482,997,52,18,1552,335,755,66,3,1158,649,1816,51,13,2537,542,1207,363,23,2131,188,128,82,11,406,8163,11271,3836,510,23780
LGA23190,28,9,8,0,45,14,6,8,3,29,19,3,13,0,35,9,4,37,0,51,98,12,64,3,179,50,28,113,3,190,291,50,102,3,454,221,97,104,10,431,250,169,99,14,531,236,217,59,14,532,131,193,40,4,371,146,194,21,6,374,254,318,21,7,594,133,180,16,3,330,58,104,0,0,171,31,47,4,0,81,72,99,7,0,176,142,292,56,0,495,50,22,17,3,91,2237,2035,807,70,5150
LGA23270,377,281,206,15,875,138,86,98,14,338,115,206,305,20,648,81,130,353,3,565,752,627,556,34,1967,390,743,812,40,1981,1849,1163,933,70,4015,952,1723,999,89,3757,1213,2398,980,116,4714,1134,2435,800,68,4432,784,2187,537,62,3577,831,2173,409,50,3462,1666,4040,543,67,6315,910,2499,278,39,3725,429,1545,91,16,2091,262,968,76,9,1316,293,1516,86,6,1898,756,2872,857,39,4518,331,377,223,23,951,13258,27969,9140,780,51143
LGA23350,15,3,14,0,27,13,4,7,0,21,17,5,14,0,35,3,3,31,0,38,76,9,39,0,123,42,24,51,0,124,271,41,70,4,388,182,58,65,8,305,218,119,62,6,400,189,158,47,3,404,126,136,23,0,283,124,145,26,0,300,259,268,21,0,544,135,214,13,0,363,67,118,0,3,189,18,80,4,0,97,68,96,5,0,168,134,230,67,3,432,45,27,13,0,83,1990,1732,564,36,4321
LGA23430,276,74,111,20,482,142,40,43,10,235,103,68,134,18,317,66,46,165,3,283,603,100,275,31,1011,293,171,420,20,907,1644,308,505,48,2504,1018,550,655,69,2293,1213,919,691,85,2905,1118,1208,560,85,2978,719,1145,504,42,2407,798,1369,388,46,2600,1765,3064,526,74,5433,1291,2564,199,41,4095,751,1812,99,22,2681,485,1280,93,7,1858,780,2697,78,13,3563,912,2122,634,27,3696,289,197,105,21,608,14261,19725,6179,680,40850
LGA23670,326,87,120,3,534,136,24,51,5,218,109,50,137,11,304,68,32,153,10,255,548,141,264,17,967,377,215,522,20,1137,1684,403,599,42,2724,1072,659,697,61,2488,1383,1214,721,66,3385,1194,1521,585,60,3369,863,1553,455,47,2923,864,1701,346,42,2959,1827,3631,501,77,6033,1142,2720,213,41,4114,637,1719,102,27,2490,346,1170,61,9,1582,486,2209,93,7,2796,795,2352,615,26,3787,279,205,135,9,636,14126,21616,6381,576,42699
